# Messreihen
# Nr,Temp_C,Speed_mm_s,Dauer_s
# 1,200.0,1.16,380.0
#
sample_seq,millis_ms,kraft_N,temperatur,motor_geschwindigkeit,error_flags,sd_write_us,loop_duration_us
40,958716,2.087,200.05,1.16,0,0,2
41,958766,2.091,200.05,1.16,0,0,3
42,958816,2.106,200.05,1.16,0,0,2
43,958866,2.071,199.98,1.16,0,0,3
44,958916,2.026,199.98,1.16,0,0,2
45,958966,2.071,199.98,1.16,0,0,7
46,959016,2.097,200.02,1.16,0,0,2
47,959066,2.078,200.02,1.16,0,0,3
48,959116,2.065,200.02,1.16,0,0,2
49,959166,2.087,199.98,1.16,0,0,3
50,959216,2.033,199.98,1.16,0,0,2
51,959266,2.028,199.98,1.16,0,0,3
52,959316,2.089,199.98,1.16,0,0,2
53,959366,2.061,200.02,1.16,0,0,7
54,959416,2.093,200.02,1.16,0,0,2
55,959466,2.195,200.02,1.16,0,0,3
56,959516,2.195,200.02,1.16,0,0,9
57,959566,2.210,200.02,1.16,0,0,4
58,959616,2.173,200.02,1.16,0,0,2
59,959666,2.092,199.94,1.16,0,0,2
60,959716,2.057,199.94,1.16,0,0,2
61,959766,2.122,199.94,1.16,0,0,7
62,959816,2.208,199.91,1.16,0,0,2
63,959866,2.124,199.91,1.16,0,0,3
64,959916,2.024,199.91,1.16,0,0,2
65,959966,2.051,199.91,1.16,0,0,2
66,960016,2.043,200.05,1.16,0,0,3
67,960066,1.983,200.05,1.16,0,0,2
68,960116,2.003,200.05,1.16,0,0,2
69,960166,2.082,200.02,1.16,0,0,6
70,960216,2.154,200.02,1.16,0,0,2
71,960266,2.129,200.02,1.16,0,0,3
72,960316,2.090,199.98,1.16,0,0,2
73,960366,2.121,199.98,1.16,0,0,3
74,960416,2.056,199.98,1.16,0,0,3
75,960472,2.085,200.02,1.16,0,0,75
76,960516,2.103,200.02,1.16,0,0,2
77,960566,2.114,200.02,1.16,0,0,9
78,960616,2.166,200.02,1.16,0,0,2
79,960666,2.174,199.98,1.16,0,0,3
80,960716,2.140,199.98,1.16,0,0,2
81,960766,2.153,199.98,1.16,0,0,3
82,960816,2.104,199.98,1.16,0,0,2
83,960866,2.101,199.98,1.16,0,17956,3
84,960916,2.180,199.98,1.16,0,0,2
85,960966,2.223,200.09,1.16,0,0,3
86,961016,2.189,200.09,1.16,0,0,2
87,961066,2.150,200.09,1.16,0,0,2
88,961116,2.103,199.98,1.16,0,0,2
89,961166,2.104,199.98,1.16,0,0,3
90,961216,2.010,199.98,1.16,0,0,2
91,961266,2.018,199.98,1.16,0,0,2
92,961316,2.072,200.02,1.16,0,0,2
93,961366,2.092,200.02,1.16,0,0,7
94,961416,2.079,200.02,1.16,0,0,2
95,961466,2.118,199.94,1.16,0,0,3
96,961516,2.161,199.94,1.16,0,0,17
97,961566,2.122,199.94,1.16,0,0,3
98,961616,2.051,200.02,1.16,0,0,2
99,961666,2.042,200.02,1.16,0,0,3
100,961716,2.076,200.02,1.16,0,0,3
101,961766,2.152,200.02,1.16,0,0,7
102,961816,2.200,200.05,1.16,0,0,3
103,961866,2.146,200.05,1.16,0,0,3
104,961916,2.095,200.05,1.16,0,0,2
105,961966,2.072,199.91,1.16,0,0,3
106,962016,1.981,199.91,1.16,0,0,2
107,962066,2.021,199.91,1.16,0,0,3
108,962116,2.133,199.98,1.16,0,0,3
109,962166,2.170,199.98,1.16,0,0,7
110,962216,2.173,199.98,1.16,0,0,2
111,962266,2.105,199.91,1.16,0,0,3
112,962316,2.054,199.91,1.16,0,0,2
113,962366,2.011,199.91,1.16,0,0,3
114,962416,1.972,199.91,1.16,0,0,2
115,962466,1.991,199.98,1.16,0,0,2
116,962516,2.050,199.98,1.16,0,0,17
117,962566,2.075,199.98,1.16,0,0,6
118,962616,2.152,200.02,1.16,0,0,2
119,962666,2.090,200.02,1.16,0,0,3
120,962716,2.052,200.02,1.16,0,0,2
121,962766,2.100,199.98,1.16,0,0,3
122,962816,2.095,199.98,1.16,0,0,2
123,962866,2.103,199.98,1.16,0,0,3
124,962916,2.166,199.87,1.16,0,0,2
125,962966,2.178,199.87,1.16,0,0,7
126,963016,2.095,199.87,1.16,0,0,2
127,963066,2.051,199.87,1.16,0,0,3
128,963116,2.024,199.98,1.16,0,0,2
129,963166,2.007,199.98,1.16,0,0,3
130,963216,1.976,199.98,1.16,0,0,2
131,963266,2.061,199.91,1.16,0,0,3
132,963316,2.108,199.91,1.16,0,0,2
133,963366,2.051,199.91,1.16,0,0,2
134,963416,2.037,199.94,1.16,0,0,2
135,963466,2.034,199.94,1.16,0,0,3
136,963516,2.012,199.94,1.16,0,0,40
137,963566,1.982,199.98,1.16,0,0,3
138,963616,1.938,199.98,1.16,0,0,2
139,963666,1.981,199.98,1.16,0,0,3
140,963716,2.068,199.98,1.16,0,0,2
141,963766,2.123,200.02,1.16,0,0,3
142,963816,2.127,200.02,1.16,0,0,2
143,963866,2.095,200.02,1.16,0,0,3
144,963916,2.071,199.98,1.16,0,0,2
145,963966,2.032,199.98,1.16,0,0,3
146,964016,1.950,199.98,1.16,0,0,2
147,964066,1.979,199.94,1.16,0,0,2
148,964116,2.131,199.94,1.16,0,0,2
149,964166,2.172,199.94,1.16,0,0,2
150,964216,2.150,199.98,1.16,0,0,2
151,964266,2.080,199.98,1.16,0,0,2
152,964316,1.999,199.98,1.16,0,0,2
153,964366,1.962,199.98,1.16,0,0,2
154,964416,1.934,200.02,1.16,0,0,3
155,964466,1.985,200.02,1.16,0,0,2
156,964516,2.057,200.02,1.16,0,0,17
157,964566,2.101,199.91,1.16,0,0,6
158,964616,2.059,199.91,1.16,0,0,2
159,964666,1.980,199.91,1.16,0,0,3
160,964716,1.971,199.94,1.16,0,0,2
161,964766,1.966,199.94,1.16,0,0,3
162,964816,1.939,199.94,1.16,0,0,3
163,964866,2.000,199.87,1.16,0,0,3
164,964916,2.045,199.87,1.16,0,0,3
165,964966,2.052,199.87,1.16,0,0,3
166,965016,2.028,199.87,1.16,0,0,3
167,965066,2.051,199.91,1.16,0,0,3
168,965116,2.042,199.91,1.16,0,0,3
169,965166,1.961,199.91,1.16,0,0,3
170,965216,1.941,199.87,1.16,0,0,2
171,965266,2.013,199.87,1.16,0,0,3
172,965316,2.047,199.87,1.16,0,0,2
173,965366,2.044,199.91,1.16,0,0,3
174,965416,2.043,199.91,1.16,0,0,3
175,965466,2.040,199.91,1.16,0,0,2
176,965516,1.986,199.91,1.16,0,0,15
177,965566,1.934,199.94,1.16,0,0,2
178,965616,1.907,199.94,1.16,0,0,2
179,965666,1.983,199.94,1.16,0,0,3
180,965716,2.024,199.87,1.16,0,0,2
181,965766,1.995,199.87,1.16,0,0,7
182,965816,2.013,199.87,1.16,0,0,2
183,965866,2.002,199.83,1.16,0,17845,3
184,965916,1.958,199.83,1.16,0,0,2
185,965966,1.952,199.83,1.16,0,0,2
186,966016,1.977,199.91,1.16,0,0,2
187,966066,2.089,199.91,1.16,0,0,3
188,966116,2.180,199.91,1.16,0,0,2
189,966166,2.133,199.91,1.16,0,0,10
190,966216,2.081,199.94,1.16,0,0,35
191,966266,2.054,199.94,1.16,0,0,3
192,966316,2.013,199.94,1.16,0,0,2
193,966366,1.942,199.91,1.16,0,0,2
194,966416,1.963,199.91,1.16,0,0,3
195,966466,2.051,199.91,1.16,0,0,3
196,966516,2.052,199.94,1.16,0,0,10
197,966566,2.030,199.94,1.16,0,0,9
198,966616,2.029,199.94,1.16,0,0,2
199,966666,2.020,199.87,1.16,0,0,2
200,966716,1.975,199.87,1.16,0,0,2
201,966766,1.961,199.87,1.16,0,0,3
202,966816,1.959,199.87,1.16,0,0,2
203,966866,1.990,199.91,1.16,0,0,3
204,966916,2.028,199.91,1.16,0,0,2
205,966966,2.056,199.91,1.16,0,0,7
206,967016,2.033,199.87,1.16,0,0,2
207,967066,2.029,199.87,1.16,0,0,3
208,967116,2.011,199.87,1.16,0,0,2
209,967166,1.996,199.94,1.16,0,0,3
210,967216,2.020,199.94,1.16,0,0,3
211,967266,2.095,199.94,1.16,0,0,3
212,967316,2.100,199.87,1.16,0,0,2
213,967366,1.993,199.87,1.16,0,0,7
214,967416,1.996,199.87,1.16,0,0,3
215,967466,2.022,199.87,1.16,0,0,3
216,967516,1.977,199.87,1.16,0,0,47
217,967566,1.951,199.87,1.16,0,0,4
218,967616,1.993,199.87,1.16,0,0,3
219,967666,2.068,199.87,1.16,0,0,3
220,967716,2.097,199.87,1.16,0,0,2
221,967766,2.093,199.87,1.16,0,0,7
222,967816,2.083,199.87,1.16,0,0,2
223,967866,2.063,199.87,1.16,0,0,3
224,967916,2.010,199.87,1.16,0,0,2
225,967966,1.994,199.91,1.16,0,0,3
226,968016,2.038,199.91,1.16,0,0,3
227,968066,2.053,199.91,1.16,0,0,2
228,968116,2.033,199.91,1.16,0,0,2
229,968166,2.051,199.91,1.16,0,0,7
230,968216,2.001,199.91,1.16,0,0,2
231,968266,1.966,199.91,1.16,0,0,3
232,968316,1.967,199.91,1.16,0,0,2
233,968366,1.985,199.91,1.16,0,0,3
234,968416,2.067,199.91,1.16,0,0,3
235,968466,2.123,199.94,1.16,0,0,2
236,968516,2.101,199.94,1.16,0,0,19
237,968566,2.043,199.94,1.16,0,0,6
238,968616,2.016,199.98,1.16,0,0,2
239,968666,2.012,199.98,1.16,0,0,2
240,968716,1.959,199.98,1.16,0,0,2
241,968766,1.995,199.98,1.16,0,0,2
242,968816,2.030,199.87,1.16,0,0,2
243,968866,2.069,199.87,1.16,0,0,2
244,968916,2.091,199.87,1.16,0,0,2
245,968966,2.037,199.83,1.16,0,0,2
246,969016,2.000,199.83,1.16,0,0,2
247,969066,1.957,199.83,1.16,0,0,2
248,969116,1.984,199.87,1.16,0,0,2
249,969166,2.031,199.87,1.16,0,0,3
250,969216,2.051,199.87,1.16,0,0,2
251,969266,2.031,199.87,1.16,0,0,3
252,969316,1.967,199.87,1.16,0,0,2
253,969366,1.982,199.87,1.16,0,0,3
254,969416,1.985,199.87,1.16,0,0,2
255,969466,1.977,199.91,1.16,0,0,2
256,969516,1.988,199.91,1.16,0,0,17
257,969566,2.024,199.91,1.16,0,0,3
258,969616,2.022,199.98,1.16,0,0,2
259,969666,2.035,199.98,1.16,0,0,3
260,969716,1.996,199.98,1.16,0,0,2
261,969766,1.980,199.87,1.16,0,0,3
262,969816,1.962,199.87,1.16,0,0,2
263,969866,1.987,199.87,1.16,0,0,3
264,969916,2.062,199.87,1.16,0,0,2
265,969966,2.111,199.80,1.16,0,0,3
266,970016,2.061,199.80,1.16,0,0,2
267,970066,2.017,199.80,1.16,0,0,3
268,970116,1.987,199.91,1.16,0,0,2
269,970166,2.004,199.91,1.16,0,0,3
270,970216,1.952,199.91,1.16,0,0,2
271,970266,1.912,199.91,1.16,0,0,3
272,970316,1.991,199.91,1.16,0,0,2
273,970366,2.033,199.91,1.16,0,0,3
274,970416,2.039,199.94,1.16,0,0,2
275,970466,2.070,199.94,1.16,0,0,2
276,970516,2.048,199.94,1.16,0,0,51
277,970566,1.998,199.94,1.16,0,0,3
278,970616,1.936,199.94,1.16,0,0,3
279,970666,1.967,199.94,1.16,0,0,2
280,970716,2.039,199.94,1.16,0,0,2
281,970766,2.063,199.91,1.16,0,0,3
282,970816,2.040,199.91,1.16,0,0,2
283,970866,2.033,199.91,1.16,0,18905,3
284,970916,1.976,199.91,1.16,0,0,2
285,970966,1.964,199.91,1.16,0,0,3
286,971016,2.004,199.91,1.16,0,0,2
287,971066,2.036,199.91,1.16,0,0,7
288,971116,2.081,199.91,1.16,0,0,3
289,971166,2.074,199.91,1.16,0,0,3
290,971216,2.079,199.91,1.16,0,0,2
291,971266,2.028,199.94,1.16,0,0,3
292,971316,2.005,199.94,1.16,0,0,2
293,971366,2.009,199.94,1.16,0,0,2
294,971416,2.014,199.94,1.16,0,0,3
295,971466,2.024,199.94,1.16,0,0,6
296,971516,2.061,199.94,1.16,0,0,17
297,971566,2.058,199.87,1.16,0,0,2
298,971616,2.017,199.87,1.16,0,0,2
299,971666,2.020,199.87,1.16,0,0,3
300,971716,2.008,199.94,1.16,0,0,2
301,971766,2.000,199.94,1.16,0,0,3
302,971816,2.028,199.94,1.16,0,0,2
303,971866,2.069,199.94,1.16,0,0,7
304,971916,2.108,199.91,1.16,0,0,2
305,971966,2.134,199.91,1.16,0,0,3
306,972016,2.110,199.91,1.16,0,0,3
307,972066,2.054,199.91,1.16,0,0,2
308,972116,2.016,199.91,1.16,0,0,2
309,972166,2.009,199.91,1.16,0,0,3
310,972216,2.003,199.87,1.16,0,0,2
311,972266,2.049,199.87,1.16,0,0,6
312,972316,2.101,199.87,1.16,0,0,2
313,972366,2.071,199.91,1.16,0,0,3
314,972416,2.065,199.91,1.16,0,0,2
315,972472,2.056,199.91,1.16,0,0,75
316,972516,2.069,199.91,1.16,0,0,5
317,972566,2.023,199.76,1.16,0,0,3
318,972616,1.969,199.76,1.16,0,0,2
319,972666,2.020,199.76,1.16,0,0,7
320,972716,2.095,199.91,1.16,0,0,2
321,972766,2.054,199.91,1.16,0,0,3
322,972816,1.998,199.91,1.16,0,0,2
323,972866,1.959,199.91,1.16,0,0,2
324,972916,1.913,199.91,1.16,0,0,2
325,972966,1.910,199.91,1.16,0,0,2
326,973016,1.914,199.91,1.16,0,0,3
327,973066,2.003,199.91,1.16,0,0,6
328,973116,2.112,199.91,1.16,0,0,2
329,973166,2.119,199.91,1.16,0,0,2
330,973216,2.105,199.94,1.16,0,0,2
331,973266,2.059,199.94,1.16,0,0,3
332,973316,2.045,199.94,1.16,0,0,2
333,973366,2.048,199.87,1.16,0,0,2
334,973416,2.010,199.87,1.16,0,0,2
335,973466,2.007,199.87,1.16,0,0,7
336,973516,2.037,200.02,1.16,0,0,11
337,973566,1.967,200.02,1.16,0,0,4
338,973616,1.909,200.02,1.16,0,0,2
339,973666,1.912,200.02,1.16,0,0,3
340,973716,1.873,199.87,1.16,0,0,2
341,973766,1.863,199.87,1.16,0,0,2
342,973816,1.933,199.87,1.16,0,0,2
343,973866,2.018,200.02,1.16,0,0,7
344,973916,2.062,200.02,1.16,0,0,2
345,973966,2.073,200.02,1.16,0,0,3
346,974016,2.062,199.87,1.16,0,0,2
347,974066,2.024,199.87,1.16,0,0,3
348,974116,1.940,199.87,1.16,0,0,2
349,974166,1.922,199.83,1.16,0,0,3
350,974216,1.934,199.83,1.16,0,0,2
351,974266,1.950,199.83,1.16,0,0,7
352,974316,1.986,199.83,1.16,0,0,2
353,974366,1.962,199.87,1.16,0,0,3
354,974416,1.934,199.87,1.16,0,0,34
355,974466,1.977,199.87,1.16,0,0,3
356,974516,1.982,199.91,1.16,0,0,13
357,974566,1.985,199.91,1.16,0,0,2
358,974616,2.088,199.91,1.16,0,0,2
359,974666,2.164,199.91,1.16,0,0,7
360,974716,2.171,199.91,1.16,0,0,2
361,974766,2.126,199.91,1.16,0,0,2
362,974816,2.006,199.98,1.16,0,0,2
363,974866,1.948,199.98,1.16,0,0,3
364,974916,1.931,199.98,1.16,0,0,2
365,974966,1.887,199.98,1.16,0,0,3
366,975016,1.954,199.91,1.16,0,0,2
367,975066,1.978,199.91,1.16,0,0,7
368,975116,1.977,199.91,1.16,0,0,2
369,975166,2.008,199.87,1.16,0,0,3
370,975216,2.048,199.87,1.16,0,0,2
371,975266,2.042,199.87,1.16,0,0,3
372,975316,2.048,199.91,1.16,0,0,2
373,975366,2.087,199.91,1.16,0,0,3
374,975416,2.153,199.91,1.16,0,0,2
375,975466,2.150,199.94,1.16,0,0,2
376,975516,2.099,199.94,1.16,0,0,19
377,975566,2.070,199.94,1.16,0,0,4
378,975616,2.024,199.94,1.16,0,0,2
379,975666,1.972,200.02,1.16,0,0,3
380,975716,1.945,200.02,1.16,0,0,2
381,975766,1.992,200.02,1.16,0,0,3
382,975816,2.102,200.02,1.16,0,0,2
383,975866,2.162,200.02,1.16,0,22196,3
384,975916,2.113,200.02,1.16,0,0,2
385,975966,2.035,199.98,1.16,0,0,3
386,976016,2.030,199.98,1.16,0,0,2
387,976066,2.049,199.98,1.16,0,0,3
388,976116,2.000,200.02,1.16,0,0,3
389,976166,1.999,200.02,1.16,0,0,3
390,976216,2.011,200.02,1.16,0,0,2
391,976266,1.980,200.02,1.16,0,0,7
392,976316,1.989,199.98,1.16,0,0,2
393,976366,1.987,199.98,1.16,0,0,3
394,976416,1.928,199.98,1.16,0,0,2
395,976470,1.924,199.98,1.16,0,0,25
396,976516,1.947,199.98,1.16,0,0,3
397,976566,2.088,199.98,1.16,0,0,5
398,976616,2.201,199.83,1.16,0,0,2
399,976666,2.197,199.83,1.16,0,0,7
400,976716,2.153,199.83,1.16,0,0,2
401,976766,2.073,199.94,1.16,0,0,3
402,976816,2.063,199.94,1.16,0,0,2
403,976866,2.048,199.94,1.16,0,0,3
404,976916,1.989,199.94,1.16,0,0,3
405,976966,2.018,199.98,1.16,0,0,3
406,977016,2.066,199.98,1.16,0,0,3
407,977066,2.053,199.98,1.16,0,0,7
408,977116,1.982,199.98,1.16,0,0,3
409,977166,1.943,199.98,1.16,0,0,3
410,977216,1.993,199.98,1.16,0,0,2
411,977266,2.037,199.98,1.16,0,0,2
412,977316,1.995,199.98,1.16,0,0,2
413,977366,2.062,199.98,1.16,0,0,3
414,977416,2.122,199.98,1.16,0,0,2
415,977466,2.086,199.98,1.16,0,0,7
416,977516,2.060,199.98,1.16,0,0,17
417,977566,2.046,199.98,1.16,0,0,3
418,977616,2.011,200.05,1.16,0,0,2
419,977666,2.016,200.05,1.16,0,0,3
420,977716,1.993,200.05,1.16,0,0,2
421,977766,2.014,200.02,1.16,0,0,3
422,977816,2.091,200.02,1.16,0,0,2
423,977866,2.114,200.02,1.16,0,0,7
424,977916,2.144,200.02,1.16,0,0,3
425,977966,2.139,200.02,1.16,0,0,3
426,978016,2.113,200.02,1.16,0,0,2
427,978066,2.092,200.02,1.16,0,0,3
428,978116,2.042,200.13,1.16,0,0,2
429,978166,2.054,200.13,1.16,0,0,3
430,978216,2.082,200.13,1.16,0,0,2
431,978266,2.010,199.94,1.16,0,0,6
432,978316,1.998,199.94,1.16,0,0,2
433,978366,1.974,199.94,1.16,0,0,3
434,978416,1.914,200.09,1.16,0,0,2
435,978466,1.874,200.09,1.16,0,0,3
436,978516,1.934,200.09,1.16,0,0,2
437,978566,2.030,200.02,1.16,0,0,10
438,978616,2.090,200.02,1.16,0,0,2
439,978666,2.038,200.02,1.16,0,0,6
440,978716,2.072,200.02,1.16,0,0,2
441,978766,2.058,200.05,1.16,0,0,2
442,978816,2.029,200.05,1.16,0,0,2
443,978866,1.977,200.05,1.16,0,0,3
444,978916,1.968,199.91,1.16,0,0,2
445,978966,1.988,199.91,1.16,0,0,3
446,979016,2.053,199.91,1.16,0,0,2
447,979066,2.096,200.13,1.16,0,0,7
448,979116,2.037,200.13,1.16,0,0,2
449,979166,1.983,200.13,1.16,0,0,3
450,979216,2.006,200.02,1.16,0,0,2
451,979266,2.012,200.02,1.16,0,0,3
452,979316,2.037,200.02,1.16,0,0,2
453,979366,2.156,200.02,1.16,0,0,3
454,979416,2.141,200.02,1.16,0,0,2
455,979466,2.117,200.02,1.16,0,0,7
456,979516,2.059,200.02,1.16,0,0,17
457,979566,2.025,200.02,1.16,0,0,3
458,979616,1.975,200.02,1.16,0,0,2
459,979666,1.915,200.02,1.16,0,0,2
460,979716,1.968,200.02,1.16,0,0,2
461,979766,2.020,200.02,1.16,0,0,3
462,979816,2.012,200.02,1.16,0,0,2
463,979866,2.027,200.05,1.16,0,0,3
464,979916,2.062,200.05,1.16,0,0,2
465,979966,2.074,200.05,1.16,0,0,3
466,980016,2.042,200.05,1.16,0,0,2
467,980066,2.032,200.05,1.16,0,0,3
468,980116,2.065,200.05,1.16,0,0,3
469,980166,2.129,200.05,1.16,0,0,3
470,980216,2.130,199.94,1.16,0,0,2
471,980266,2.055,199.94,1.16,0,0,7
472,980316,2.039,199.94,1.16,0,0,3
473,980366,2.024,200.09,1.16,0,0,3
474,980416,2.016,200.09,1.16,0,0,3
475,980466,2.008,200.09,1.16,0,0,3
476,980516,2.044,200.02,1.16,0,0,38
477,980566,2.110,200.02,1.16,0,0,3
478,980616,2.119,200.02,1.16,0,0,3
479,980666,2.082,200.02,1.16,0,0,7
480,980716,2.057,200.09,1.16,0,0,2
481,980766,2.051,200.09,1.16,0,0,3
482,980816,1.998,200.09,1.16,0,0,3
483,980866,1.989,200.05,1.16,0,24028,3
484,980916,2.038,200.05,1.16,0,0,2
485,980966,2.025,200.05,1.16,0,0,3
486,981016,1.994,200.09,1.16,0,0,2
487,981066,1.974,200.09,1.16,0,0,7
488,981116,1.974,200.09,1.16,0,0,2
489,981166,1.982,200.09,1.16,0,0,3
490,981216,1.982,200.09,1.16,0,0,2
491,981266,2.014,200.09,1.16,0,0,3
492,981316,2.103,200.09,1.16,0,0,2
493,981366,2.168,200.05,1.16,0,0,2
494,981416,2.133,200.05,1.16,0,0,2
495,981466,2.057,200.05,1.16,0,0,8
496,981516,2.023,200.13,1.16,0,0,13
497,981566,1.995,200.13,1.16,0,0,3
498,981616,1.982,200.13,1.16,0,0,2
499,981666,1.992,200.09,1.16,0,0,3
500,981716,2.019,200.09,1.16,0,0,2
501,981766,2.035,200.09,1.16,0,0,3
502,981816,1.999,200.09,1.16,0,0,2
503,981866,2.001,200.09,1.16,0,0,7
504,981916,2.008,200.09,1.16,0,0,2
505,981966,1.987,200.09,1.16,0,0,3
506,982016,1.973,200.09,1.16,0,0,2
507,982066,2.012,200.09,1.16,0,0,3
508,982116,2.058,200.09,1.16,0,0,2
509,982166,2.078,200.02,1.16,0,0,3
510,982216,2.060,200.02,1.16,0,0,2
511,982266,2.034,200.02,1.16,0,0,7
512,982316,2.025,200.20,1.16,0,0,2
513,982366,2.028,200.20,1.16,0,0,3
514,982416,2.012,200.20,1.16,0,0,2
515,982466,1.991,200.20,1.16,0,0,2
516,982516,2.106,200.09,1.16,0,0,19
517,982566,2.158,200.09,1.16,0,0,4
518,982616,2.125,200.09,1.16,0,0,2
519,982666,2.067,200.02,1.16,0,0,2
520,982716,2.041,200.02,1.16,0,0,2
521,982766,1.988,200.02,1.16,0,0,3
522,982816,1.972,200.13,1.16,0,0,2
523,982866,1.989,200.13,1.16,0,0,2
524,982916,2.012,200.13,1.16,0,0,2
525,982966,2.018,200.09,1.16,0,0,3
526,983016,1.997,200.09,1.16,0,0,2
527,983066,2.017,200.09,1.16,0,0,3
528,983116,1.983,200.09,1.16,0,0,2
529,983166,1.921,200.13,1.16,0,0,3
530,983216,1.934,200.13,1.16,0,0,2
531,983266,2.010,200.13,1.16,0,0,2
532,983316,2.056,200.05,1.16,0,0,2
533,983366,2.103,200.05,1.16,0,0,3
534,983416,2.111,200.05,1.16,0,0,2
535,983466,2.089,200.13,1.16,0,0,7
536,983516,2.050,200.13,1.16,0,0,19
537,983566,1.963,200.13,1.16,0,0,5
538,983616,1.952,200.05,1.16,0,0,2
539,983666,2.027,200.05,1.16,0,0,3
540,983716,2.076,200.05,1.16,0,0,2
541,983766,2.062,200.05,1.16,0,0,3
542,983816,2.039,200.13,1.16,0,0,2
543,983866,2.002,200.13,1.16,0,0,3
544,983916,2.001,200.13,1.16,0,0,2
545,983966,1.956,200.09,1.16,0,0,3
546,984016,1.978,200.09,1.16,0,0,3
547,984066,2.083,200.09,1.16,0,0,3
548,984116,2.055,200.05,1.16,0,0,3
549,984166,2.008,200.05,1.16,0,0,3
550,984216,2.025,200.05,1.16,0,0,2
551,984266,1.989,200.05,1.16,0,0,7
552,984316,1.942,200.05,1.16,0,0,2
553,984366,1.916,200.05,1.16,0,0,3
554,984416,1.930,200.05,1.16,0,0,2
555,984466,2.000,200.09,1.16,0,0,3
556,984516,2.050,200.09,1.16,0,0,40
557,984566,2.104,200.09,1.16,0,0,3
558,984616,2.041,200.13,1.16,0,0,2
559,984666,1.988,200.13,1.16,0,0,7
560,984716,1.966,200.13,1.16,0,0,2
561,984766,1.937,200.02,1.16,0,0,3
562,984816,1.987,200.02,1.16,0,0,2
563,984866,2.052,200.02,1.16,0,0,3
564,984916,2.049,200.13,1.16,0,0,3
565,984966,1.994,200.13,1.16,0,0,3
566,985016,1.966,200.13,1.16,0,0,2
567,985066,1.932,200.13,1.16,0,0,7
568,985116,1.930,200.02,1.16,0,0,2
569,985166,1.896,200.02,1.16,0,0,3
570,985216,1.945,200.02,1.16,0,0,2
571,985266,1.978,200.02,1.16,0,0,3
572,985316,1.949,200.02,1.16,0,0,2
573,985366,1.977,200.02,1.16,0,0,3
574,985416,1.953,200.09,1.16,0,0,2
575,985466,1.891,200.09,1.16,0,0,7
576,985516,1.920,200.09,1.16,0,0,2
577,985566,1.920,200.09,1.16,0,0,2
578,985616,1.941,200.05,1.16,0,0,2
579,985666,2.027,200.05,1.16,0,0,2
580,985716,1.985,200.05,1.16,0,0,2
581,985769,1.995,200.05,1.16,0,0,18
582,985816,2.021,200.05,1.16,0,0,2
583,985866,2.004,200.05,1.16,0,19627,7
584,985916,1.995,200.13,1.16,0,0,3
585,985966,1.965,200.13,1.16,0,0,3
586,986016,1.997,200.13,1.16,0,0,2
587,986066,2.014,200.02,1.16,0,0,3
588,986116,1.996,200.02,1.16,0,0,2
589,986166,2.001,200.02,1.16,0,0,3
590,986216,1.946,200.02,1.16,0,0,2
591,986266,1.884,200.05,1.16,0,0,7
592,986316,1.877,200.05,1.16,0,0,2
593,986366,1.843,200.05,1.16,0,0,3
594,986416,1.913,199.94,1.16,0,0,2
595,986466,1.965,199.94,1.16,0,0,3
596,986516,1.971,199.94,1.16,0,0,42
597,986566,1.934,200.02,1.16,0,0,3
598,986616,1.912,200.02,1.16,0,0,3
