# Messreihen
# Nr,Temp_C,Speed_mm_s,Dauer_s
# 1,200.0,1.16,380.0
#
sample_seq,millis_ms,kraft_N,temperatur,motor_geschwindigkeit,error_flags,sd_write_us,loop_duration_us
1485,1508066,2.126,200.02,1.16,0,0,7
1486,1508116,2.159,200.09,1.16,0,0,3
1487,1508166,2.197,200.09,1.16,0,0,2
1488,1508216,2.223,200.09,1.16,0,0,3
1489,1508266,2.192,200.02,1.16,0,0,3
1490,1508316,2.198,200.02,1.16,0,0,3
1491,1508366,2.182,200.02,1.16,0,0,2
1492,1508416,2.213,199.98,1.16,0,0,3
1493,1508466,2.199,199.98,1.16,0,0,7
1494,1508516,2.091,199.98,1.16,0,0,2
1495,1508566,2.142,199.98,1.16,0,0,3
1496,1508616,2.258,199.98,1.16,0,0,3
1497,1508666,2.244,199.98,1.16,0,0,3
1498,1508716,2.198,199.98,1.16,0,0,17
1499,1508766,2.177,200.13,1.16,0,0,3
1500,1508816,2.114,200.13,1.16,0,0,3
1501,1508866,2.088,200.13,1.16,0,0,7
1502,1508916,2.110,200.02,1.16,0,0,3
1503,1508966,2.207,200.02,1.16,0,0,3
1504,1509016,2.246,200.02,1.16,0,0,3
1505,1509066,2.238,200.09,1.16,0,0,3
1506,1509116,2.225,200.09,1.16,0,0,3
1507,1509166,2.153,200.09,1.16,0,0,3
1508,1509216,2.125,200.09,1.16,0,0,3
1509,1509266,2.118,200.02,1.16,0,0,7
1510,1509316,2.118,200.02,1.16,0,0,3
1511,1509366,2.134,200.02,1.16,0,0,3
1512,1509416,2.160,200.09,1.16,0,0,3
1513,1509466,2.178,200.09,1.16,0,0,3
1514,1509516,2.204,200.09,1.16,0,0,3
1515,1509566,2.201,200.05,1.16,0,0,3
1516,1509616,2.155,200.05,1.16,0,0,3
1517,1509666,2.141,200.05,1.16,0,0,7
1518,1509716,2.194,200.09,1.16,0,0,20
1519,1509766,2.236,200.09,1.16,0,0,3
1520,1509816,2.296,200.09,1.16,0,0,3
1521,1509866,2.292,200.09,1.16,0,0,3
1522,1509916,2.239,200.05,1.16,0,0,3
1523,1509966,2.198,200.05,1.16,0,0,2
1524,1510016,2.144,200.05,1.16,0,0,3
1525,1510066,2.122,200.05,1.16,0,0,6
1526,1510116,2.144,200.05,1.16,0,0,3
1527,1510166,2.158,200.05,1.16,0,0,3
1528,1510216,2.174,200.05,1.16,0,0,3
1529,1510266,2.156,200.05,1.16,0,0,2
1530,1510316,2.098,200.05,1.16,0,0,3
1531,1510366,2.089,200.05,1.16,0,0,3
1532,1510416,2.125,199.98,1.16,0,0,3
1533,1510466,2.087,199.98,1.16,0,0,7
1534,1510516,2.118,199.98,1.16,0,0,3
1535,1510566,2.215,200.05,1.16,0,0,3
1536,1510616,2.234,200.05,1.16,0,0,3
1537,1510666,2.215,200.05,1.16,0,0,3
1538,1510716,2.198,200.02,1.16,0,0,13
1539,1510766,2.190,200.02,1.16,0,0,3
1540,1510816,2.167,200.02,1.16,0,0,3
1541,1510866,2.116,200.13,1.16,0,0,3
1542,1510916,2.137,200.13,1.16,0,0,3
1543,1510966,2.212,200.13,1.16,0,0,2
1544,1511016,2.292,200.13,1.16,0,0,3
1545,1511066,2.247,200.05,1.16,0,0,3
1546,1511116,2.200,200.05,1.16,0,0,3
1547,1511166,2.207,200.05,1.16,0,0,3
1548,1511216,2.200,199.98,1.16,0,0,3
1549,1511266,2.182,199.98,1.16,0,0,7
1550,1511316,2.198,199.98,1.16,0,0,3
1551,1511366,2.195,200.02,1.16,0,0,3
1552,1511416,2.172,200.02,1.16,0,0,3
1553,1511466,2.155,200.02,1.16,0,0,3
1554,1511516,2.122,200.09,1.16,0,0,3
1555,1511566,2.099,200.09,1.16,0,0,3
1556,1511616,2.051,200.09,1.16,0,0,3
1557,1511666,2.050,200.09,1.16,0,0,7
1558,1511716,2.190,200.02,1.16,0,0,23
1559,1511766,2.281,200.02,1.16,0,0,3
1560,1511816,2.254,200.02,1.16,0,0,3
1561,1511866,2.238,199.98,1.16,0,0,3
1562,1511916,2.191,199.98,1.16,0,0,3
1563,1511966,2.158,199.98,1.16,0,0,3
1564,1512016,2.144,199.98,1.16,0,0,3
1565,1512066,2.127,199.98,1.16,0,0,7
1566,1512116,2.166,199.98,1.16,0,0,2
1567,1512166,2.183,200.13,1.16,0,0,3
1568,1512216,2.205,200.13,1.16,0,0,2
1569,1512266,2.162,200.13,1.16,0,0,3
1570,1512316,2.107,200.13,1.16,0,0,6
1571,1512366,2.137,199.98,1.16,0,0,2
1572,1512416,2.110,199.98,1.16,0,18208,3
1573,1512466,2.147,199.98,1.16,0,0,7
1574,1512516,2.269,200.02,1.16,0,0,3
1575,1512566,2.279,200.02,1.16,0,0,9
1576,1512616,2.214,200.02,1.16,0,0,2
1577,1512666,2.172,200.05,1.16,0,0,3
1578,1512716,2.163,200.05,1.16,0,0,22
1579,1512766,2.153,200.05,1.16,0,0,3
1580,1512816,2.068,199.98,1.16,0,0,3
1581,1512866,2.138,199.98,1.16,0,0,7
1582,1512916,2.223,199.98,1.16,0,0,3
1583,1512966,2.223,199.98,1.16,0,0,2
1584,1513016,2.236,200.02,1.16,0,0,3
1585,1513066,2.262,200.02,1.16,0,0,3
1586,1513116,2.248,200.02,1.16,0,0,7
1587,1513166,2.214,199.91,1.16,0,0,3
1588,1513216,2.191,199.91,1.16,0,0,3
1589,1513266,2.213,199.91,1.16,0,0,7
1590,1513316,2.269,200.09,1.16,0,0,3
1591,1513366,2.244,200.09,1.16,0,0,3
1592,1513416,2.209,200.09,1.16,0,0,3
1593,1513466,2.146,200.05,1.16,0,0,3
1594,1513516,2.120,200.05,1.16,0,0,7
1595,1513566,2.097,200.05,1.16,0,0,3
1596,1513616,2.014,200.05,1.16,0,0,3
1597,1513666,2.056,199.94,1.16,0,0,7
1598,1513716,2.174,199.94,1.16,0,0,25
1599,1513766,2.180,199.94,1.16,0,0,3
1600,1513816,2.157,200.09,1.16,0,0,3
1601,1513866,2.150,200.09,1.16,0,0,3
1602,1513916,2.136,200.09,1.16,0,0,7
1603,1513966,2.127,200.09,1.16,0,0,3
1604,1514016,2.177,200.09,1.16,0,0,3
1605,1514066,2.238,200.09,1.16,0,0,7
1606,1514116,2.228,200.09,1.16,0,0,3
1607,1514166,2.185,199.98,1.16,0,0,3
1608,1514216,2.164,199.98,1.16,0,0,2
1609,1514266,2.153,199.98,1.16,0,0,2
1610,1514316,2.098,200.05,1.16,0,0,6
1611,1514367,2.083,200.05,1.16,0,0,2
1612,1514416,2.127,200.05,1.16,0,0,2
1613,1514466,2.194,200.02,1.16,0,0,9
1614,1514516,2.215,200.02,1.16,0,0,3
1615,1514566,2.209,200.02,1.16,0,0,2
1616,1514616,2.191,200.05,1.16,0,0,3
1617,1514666,2.220,200.05,1.16,0,0,2
1618,1514716,2.244,200.05,1.16,0,0,25
1619,1514766,2.149,200.05,1.16,0,0,3
1620,1514816,2.159,200.02,1.16,0,0,3
1621,1514866,2.266,200.02,1.16,0,0,3
1622,1514916,2.242,200.02,1.16,0,0,3
1623,1514966,2.193,200.16,1.16,0,0,3
1624,1515016,2.185,200.16,1.16,0,0,3
1625,1515066,2.144,200.16,1.16,0,0,3
1626,1515116,2.119,200.02,1.16,0,0,7
1627,1515166,2.140,200.02,1.16,0,0,3
1628,1515216,2.132,200.02,1.16,0,0,3
1629,1515266,2.183,200.02,1.16,0,0,3
1630,1515316,2.241,200.02,1.16,0,0,3
1631,1515366,2.234,200.02,1.16,0,0,3
1632,1515416,2.202,200.02,1.16,0,0,3
1633,1515466,2.154,200.05,1.16,0,0,3
1634,1515516,2.152,200.05,1.16,0,0,7
1635,1515566,2.194,200.05,1.16,0,0,3
1636,1515616,2.171,199.98,1.16,0,0,3
1637,1515666,2.203,199.98,1.16,0,0,3
1638,1515716,2.253,199.98,1.16,0,0,25
1639,1515766,2.235,200.02,1.16,0,0,3
1640,1515816,2.217,200.02,1.16,0,0,3
1641,1515866,2.146,200.02,1.16,0,0,3
1642,1515916,2.094,200.02,1.16,0,0,7
1643,1515966,2.072,200.02,1.16,0,0,3
1644,1516016,2.061,200.02,1.16,0,0,3
1645,1516066,2.149,200.02,1.16,0,0,3
1646,1516116,2.155,200.02,1.16,0,0,3
1647,1516166,2.116,200.02,1.16,0,0,3
1648,1516216,2.170,200.02,1.16,0,0,3
1649,1516266,2.158,199.98,1.16,0,0,3
1650,1516316,2.120,199.98,1.16,0,0,3
1651,1516366,2.096,199.98,1.16,0,0,3
1652,1516416,2.162,200.09,1.16,0,0,3
1653,1516466,2.215,200.09,1.16,0,0,3
1654,1516517,2.223,200.09,1.16,0,0,2
1655,1516566,2.143,200.05,1.16,0,0,2
1656,1516616,2.155,200.05,1.16,0,0,3
1657,1516666,2.151,200.05,1.16,0,0,3
1658,1516716,2.121,200.05,1.16,0,0,6
1659,1516766,2.194,200.13,1.16,0,0,13
1660,1516816,2.257,200.13,1.16,0,0,3
1661,1516866,2.249,200.13,1.16,0,0,7
1662,1516916,2.269,200.02,1.16,0,0,3
1663,1516966,2.234,200.02,1.16,0,0,3
1664,1517016,2.151,200.02,1.16,0,0,7
1665,1517066,2.136,199.98,1.16,0,0,3
1666,1517116,2.126,199.98,1.16,0,0,7
1667,1517166,2.125,199.98,1.16,0,0,3
1668,1517216,2.176,199.98,1.16,0,0,2
1669,1517266,2.220,200.02,1.16,0,0,7
1670,1517316,2.234,200.02,1.16,0,0,3
1671,1517366,2.181,200.02,1.16,0,0,3
1672,1517416,2.152,200.05,1.16,0,19434,3
1673,1517466,2.146,200.05,1.16,0,0,3
1674,1517516,2.135,200.05,1.16,0,0,7
1675,1517566,2.118,199.94,1.16,0,0,3
1676,1517616,2.179,199.94,1.16,0,0,3
1677,1517666,2.270,199.94,1.16,0,0,3
1678,1517717,2.190,200.05,1.16,0,0,12
1679,1517766,2.178,200.05,1.16,0,0,3
1680,1517816,2.242,200.05,1.16,0,0,3
1681,1517866,2.206,200.05,1.16,0,0,2
1682,1517916,2.147,199.91,1.16,0,0,7
1683,1517966,2.136,199.91,1.16,0,0,3
1684,1518016,2.207,199.91,1.16,0,0,3
1685,1518066,2.243,200.02,1.16,0,0,7
1686,1518116,2.193,200.02,1.16,0,0,2
1687,1518166,2.126,200.02,1.16,0,0,3
1688,1518216,2.186,199.94,1.16,0,0,3
1689,1518266,2.143,199.94,1.16,0,0,3
1690,1518316,2.113,199.94,1.16,0,0,3
1691,1518366,2.182,199.94,1.16,0,0,3
1692,1518416,2.166,199.94,1.16,0,0,3
1693,1518466,2.174,199.94,1.16,0,0,3
1694,1518516,2.162,199.94,1.16,0,0,3
1695,1518566,2.137,199.98,1.16,0,0,3
1696,1518616,2.191,199.98,1.16,0,0,7
1697,1518666,2.126,199.98,1.16,0,0,3
1698,1518716,2.158,200.02,1.16,0,0,21
1699,1518766,2.258,200.02,1.16,0,0,2
1700,1518816,2.281,200.02,1.16,0,0,3
1701,1518866,2.260,200.09,1.16,0,0,9
1702,1518916,2.307,200.09,1.16,0,0,3
1703,1518966,2.225,200.09,1.16,0,0,2
1704,1519016,2.248,199.98,1.16,0,0,7
1705,1519066,2.257,199.98,1.16,0,0,3
1706,1519116,2.164,199.98,1.16,0,0,7
1707,1519166,2.210,199.98,1.16,0,0,3
1708,1519216,2.318,200.02,1.16,0,0,3
1709,1519266,2.265,200.02,1.16,0,0,7
1710,1519316,2.251,200.02,1.16,0,0,3
1711,1519366,2.207,200.05,1.16,0,0,3
1712,1519416,2.196,200.05,1.16,0,0,7
1713,1519466,2.170,200.05,1.16,0,0,3
1714,1519516,2.157,199.94,1.16,0,0,7
1715,1519566,2.260,199.94,1.16,0,0,3
1716,1519616,2.293,199.94,1.16,0,0,3
1717,1519666,2.283,199.94,1.16,0,0,7
1718,1519716,2.288,199.98,1.16,0,0,17
1719,1519766,2.224,199.98,1.16,0,0,2
1720,1519816,2.138,199.98,1.16,0,0,7
1721,1519866,2.142,199.98,1.16,0,0,3
1722,1519916,2.208,199.98,1.16,0,0,7
1723,1519966,2.272,199.98,1.16,0,0,3
1724,1520016,2.263,199.98,1.16,0,0,3
1725,1520066,2.268,199.98,1.16,0,0,7
1726,1520116,2.301,199.98,1.16,0,0,3
1727,1520166,2.201,199.98,1.16,0,0,3
1728,1520216,2.149,199.98,1.16,0,0,7
1729,1520266,2.194,199.98,1.16,0,0,3
1730,1520316,2.273,199.98,1.16,0,0,7
1731,1520366,2.305,199.98,1.16,0,0,3
1732,1520416,2.305,199.98,1.16,0,0,3
1733,1520466,2.252,199.98,1.16,0,0,7
1734,1520516,2.159,199.98,1.16,0,0,3
1735,1520566,2.151,199.98,1.16,0,0,3
1736,1520616,2.132,199.98,1.16,0,0,7
1737,1520666,2.097,200.02,1.16,0,0,2
1738,1520716,2.147,200.02,1.16,0,0,9
1739,1520766,2.206,200.02,1.16,0,0,19
1740,1520816,2.276,199.94,1.16,0,0,2
1741,1520866,2.201,199.94,1.16,0,0,6
1742,1520916,2.140,199.94,1.16,0,0,2
1743,1520966,2.172,199.94,1.16,0,0,3
1744,1521016,2.226,199.98,1.16,0,0,7
1745,1521066,2.183,199.98,1.16,0,0,2
1746,1521116,2.278,199.98,1.16,0,0,3
1747,1521166,2.248,199.94,1.16,0,0,3
1748,1521216,2.202,199.94,1.16,0,0,2
1749,1521266,2.188,199.94,1.16,0,0,3
1750,1521316,2.206,199.98,1.16,0,0,3
1751,1521366,2.171,199.98,1.16,0,0,2
1752,1521416,2.134,199.98,1.16,0,0,3
1753,1521466,2.230,199.91,1.16,0,0,2
1754,1521516,2.282,199.91,1.16,0,0,3
1755,1521566,2.213,199.91,1.16,0,0,3
1756,1521616,2.243,199.91,1.16,0,0,3
1757,1521666,2.289,199.98,1.16,0,0,3
1758,1521716,2.169,199.98,1.16,0,0,15
1759,1521766,2.134,199.98,1.16,0,0,3
1760,1521816,2.159,200.02,1.16,0,0,3
1761,1521866,2.219,200.02,1.16,0,0,3
1762,1521916,2.215,200.02,1.16,0,0,3
1763,1521966,2.194,200.02,1.16,0,0,3
1764,1522016,2.219,200.02,1.16,0,0,3
1765,1522066,2.148,200.02,1.16,0,0,3
1766,1522116,2.106,199.94,1.16,0,0,3
1767,1522166,2.155,199.94,1.16,0,0,3
1768,1522216,2.156,199.94,1.16,0,0,3
1769,1522266,2.264,199.94,1.16,0,0,3
1770,1522316,2.367,199.91,1.16,0,0,3
1771,1522366,2.302,199.91,1.16,0,0,3
1772,1522416,2.238,199.91,1.16,0,17207,3
1773,1522466,2.257,199.98,1.16,0,0,3
1774,1522516,2.184,199.98,1.16,0,0,3
1775,1522566,2.160,199.98,1.16,0,0,3
1776,1522616,2.262,199.91,1.16,0,0,3
1777,1522666,2.333,199.91,1.16,0,0,3
1778,1522716,2.325,199.91,1.16,0,0,19
1779,1522766,2.241,199.94,1.16,0,0,3
1780,1522816,2.235,199.94,1.16,0,0,3
1781,1522866,2.238,199.94,1.16,0,0,3
1782,1522916,2.150,199.94,1.16,0,0,2
1783,1522966,2.103,200.02,1.16,0,0,3
1784,1523016,2.200,200.02,1.16,0,0,2
1785,1523066,2.281,200.02,1.16,0,0,2
1786,1523116,2.261,199.94,1.16,0,0,2
1787,1523166,2.216,199.94,1.16,0,0,2
1788,1523216,2.200,199.94,1.16,0,0,3
1789,1523266,2.142,199.91,1.16,0,0,2
1790,1523316,2.126,199.91,1.16,0,0,3
1791,1523366,2.162,199.91,1.16,0,0,3
1792,1523416,2.217,199.91,1.16,0,0,3
1793,1523466,2.276,199.94,1.16,0,0,2
1794,1523516,2.292,199.94,1.16,0,0,3
1795,1523566,2.248,199.94,1.16,0,0,3
1796,1523616,2.243,199.98,1.16,0,0,3
1797,1523666,2.273,199.98,1.16,0,0,3
1798,1523716,2.240,199.98,1.16,0,0,19
1799,1523766,2.212,199.87,1.16,0,0,3
1800,1523816,2.285,199.87,1.16,0,0,3
1801,1523866,2.302,199.87,1.16,0,0,3
1802,1523916,2.252,199.91,1.16,0,0,3
1803,1523966,2.209,199.91,1.16,0,0,3
1804,1524016,2.158,199.91,1.16,0,0,3
1805,1524066,2.164,199.91,1.16,0,0,3
1806,1524116,2.115,199.94,1.16,0,0,3
1807,1524166,2.109,199.94,1.16,0,0,3
1808,1524216,2.207,199.94,1.16,0,0,3
1809,1524266,2.211,199.98,1.16,0,0,3
1810,1524316,2.232,199.98,1.16,0,0,3
1811,1524366,2.245,199.98,1.16,0,0,3
1812,1524416,2.240,199.98,1.16,0,0,9
1813,1524466,2.233,199.98,1.16,0,0,3
1814,1524516,2.202,199.98,1.16,0,0,3
1815,1524566,2.214,199.87,1.16,0,0,3
1816,1524616,2.237,199.87,1.16,0,0,3
1817,1524666,2.238,199.87,1.16,0,0,3
1818,1524716,2.289,199.87,1.16,0,0,19
1819,1524766,2.275,199.94,1.16,0,0,3
1820,1524816,2.265,199.94,1.16,0,0,3
1821,1524866,2.237,199.94,1.16,0,0,2
1822,1524916,2.137,199.98,1.16,0,0,2
1823,1524966,2.173,199.98,1.16,0,0,2
1824,1525016,2.273,199.98,1.16,0,0,3
1825,1525066,2.281,199.94,1.16,0,0,3
1826,1525116,2.229,199.94,1.16,0,0,2
1827,1525166,2.206,199.94,1.16,0,0,3
1828,1525216,2.229,199.94,1.16,0,0,2
1829,1525266,2.188,199.94,1.16,0,0,3
1830,1525316,2.124,199.94,1.16,0,0,3
1831,1525366,2.186,199.94,1.16,0,0,7
1832,1525416,2.257,199.94,1.16,0,0,2
1833,1525466,2.212,199.94,1.16,0,0,3
1834,1525516,2.234,199.94,1.16,0,0,2
1835,1525566,2.224,199.98,1.16,0,0,3
1836,1525616,2.176,199.98,1.16,0,0,3
1837,1525666,2.198,199.98,1.16,0,0,3
1838,1525716,2.224,199.98,1.16,0,0,3
1839,1525766,2.268,199.98,1.16,0,0,20
1840,1525816,2.311,199.98,1.16,0,0,3
1841,1525866,2.353,199.98,1.16,0,0,3
1842,1525916,2.340,199.98,1.16,0,0,3
1843,1525966,2.283,199.98,1.16,0,0,3
1844,1526016,2.296,199.98,1.16,0,0,3
1845,1526066,2.236,199.98,1.16,0,0,3
1846,1526116,2.168,199.98,1.16,0,0,3
1847,1526166,2.265,199.98,1.16,0,0,7
1848,1526216,2.285,199.91,1.16,0,0,3
1849,1526266,2.220,199.91,1.16,0,0,3
1850,1526316,2.264,199.91,1.16,0,0,3
1851,1526366,2.255,199.87,1.16,0,0,3
1852,1526416,2.207,199.87,1.16,0,0,3
1853,1526466,2.173,199.87,1.16,0,0,3
1854,1526516,2.159,199.98,1.16,0,0,3
1855,1526566,2.236,199.98,1.16,0,0,2
1856,1526616,2.231,199.98,1.16,0,0,3
1857,1526666,2.232,199.98,1.16,0,0,3
1858,1526716,2.242,199.91,1.16,0,0,11
1859,1526766,2.194,199.91,1.16,0,0,3
1860,1526816,2.183,199.91,1.16,0,0,3
1861,1526866,2.209,199.98,1.16,0,0,2
1862,1526916,2.171,199.98,1.16,0,0,3
1863,1526966,2.213,199.98,1.16,0,0,7
1864,1527016,2.313,199.87,1.16,0,0,3
1865,1527066,2.299,199.87,1.16,0,0,3
1866,1527116,2.316,199.87,1.16,0,0,3
1867,1527166,2.318,199.91,1.16,0,0,2
1868,1527216,2.269,199.91,1.16,0,0,3
1869,1527266,2.219,199.91,1.16,0,0,2
1870,1527316,2.241,199.91,1.16,0,0,3
1871,1527366,2.325,199.94,1.16,0,0,9
1872,1527416,2.299,199.94,1.16,0,28827,3
1873,1527466,2.246,199.94,1.16,0,0,3
1874,1527516,2.192,200.05,1.16,0,0,3
1875,1527566,2.164,200.05,1.16,0,0,3
1876,1527616,2.133,200.05,1.16,0,0,3
1877,1527666,2.125,199.94,1.16,0,0,3
1878,1527716,2.153,199.94,1.16,0,0,19
1879,1527766,2.234,199.94,1.16,0,0,7
1880,1527816,2.229,199.94,1.16,0,0,3
1881,1527866,2.211,199.91,1.16,0,0,3
1882,1527916,2.192,199.91,1.16,0,0,3
1883,1527966,2.264,199.91,1.16,0,0,3
1884,1528016,2.218,199.94,1.16,0,0,2
1885,1528066,2.161,199.94,1.16,0,0,3
1886,1528116,2.155,199.94,1.16,0,0,3
1887,1528166,2.280,199.98,1.16,0,0,7
1888,1528216,2.300,199.98,1.16,0,0,2
1889,1528266,2.288,199.98,1.16,0,0,3
1890,1528316,2.263,199.91,1.16,0,0,3
1891,1528366,2.210,199.91,1.16,0,0,3
1892,1528416,2.184,199.91,1.16,0,0,3
1893,1528466,2.187,199.91,1.16,0,0,3
1894,1528516,2.211,199.87,1.16,0,0,3
1895,1528566,2.266,199.87,1.16,0,0,7
1896,1528616,2.241,199.87,1.16,0,0,3
1897,1528666,2.257,199.94,1.16,0,0,3
1898,1528716,2.256,199.94,1.16,0,0,3
1899,1528766,2.180,199.94,1.16,0,0,3
1900,1528816,2.168,199.91,1.16,0,0,3
1901,1528866,2.105,199.91,1.16,0,0,3
1902,1528916,2.122,199.91,1.16,0,0,21
1903,1528966,2.242,199.94,1.16,0,0,7
1904,1529016,2.252,199.94,1.16,0,0,3
1905,1529066,2.233,199.94,1.16,0,0,2
1906,1529116,2.217,199.94,1.16,0,0,3
1907,1529166,2.197,199.98,1.16,0,0,3
1908,1529216,2.176,199.98,1.16,0,0,3
1909,1529266,2.153,199.98,1.16,0,0,2
1910,1529316,2.196,199.98,1.16,0,0,3
1911,1529366,2.296,199.98,1.16,0,0,7
1912,1529416,2.317,199.98,1.16,0,0,3
1913,1529466,2.298,199.98,1.16,0,0,3
1914,1529516,2.269,199.98,1.16,0,0,3
1915,1529566,2.173,199.98,1.16,0,0,3
1916,1529616,2.104,199.94,1.16,0,0,2
1917,1529666,2.116,199.94,1.16,0,0,3
1918,1529716,2.147,199.94,1.16,0,0,19
1919,1529766,2.202,199.94,1.16,0,0,7
1920,1529816,2.170,199.98,1.16,0,0,3
1921,1529866,2.111,199.98,1.16,0,0,2
1922,1529916,2.078,199.98,1.16,0,0,3
1923,1529966,2.088,199.94,1.16,0,0,3
1924,1530016,2.124,199.94,1.16,0,0,3
1925,1530066,2.108,199.94,1.16,0,0,3
1926,1530116,2.182,199.94,1.16,0,0,3
1927,1530166,2.296,199.94,1.16,0,0,7
1928,1530216,2.263,199.94,1.16,0,0,3
1929,1530266,2.232,199.94,1.16,0,0,3
1930,1530316,2.231,199.94,1.16,0,0,3
1931,1530366,2.207,199.94,1.16,0,0,3
1932,1530416,2.138,199.94,1.16,0,0,3
1933,1530466,2.110,199.91,1.16,0,0,3
1934,1530516,2.188,199.91,1.16,0,0,3
1935,1530566,2.224,199.91,1.16,0,0,7
1936,1530616,2.253,199.98,1.16,0,0,3
1937,1530666,2.286,199.98,1.16,0,0,2
1938,1530716,2.246,199.98,1.16,0,0,18
1939,1530766,2.178,199.94,1.16,0,0,3
1940,1530816,2.170,199.94,1.16,0,0,3
1941,1530866,2.167,199.94,1.16,0,0,2
1942,1530916,2.230,200.02,1.16,0,0,3
1943,1530966,2.235,200.02,1.16,0,0,7
1944,1531016,2.189,200.02,1.16,0,0,3
1945,1531066,2.147,200.02,1.16,0,0,3
1946,1531116,2.110,199.98,1.16,0,0,3
1947,1531166,2.082,199.98,1.16,0,0,2
1948,1531216,2.067,199.98,1.16,0,0,3
1949,1531266,2.087,199.94,1.16,0,0,3
1950,1531316,2.174,199.94,1.16,0,0,3
1951,1531366,2.220,199.94,1.16,0,0,7
1952,1531416,2.238,199.98,1.16,0,0,3
1953,1531466,2.278,199.98,1.16,0,0,3
1954,1531516,2.255,199.98,1.16,0,0,3
1955,1531566,2.179,199.98,1.16,0,0,2
1956,1531616,2.146,199.91,1.16,0,0,3
1957,1531666,2.167,199.91,1.16,0,0,3
1958,1531716,2.205,199.91,1.16,0,0,15
1959,1531766,2.252,199.98,1.16,0,0,8
1960,1531816,2.208,199.98,1.16,0,0,3
1961,1531866,2.132,199.98,1.16,0,0,3
1962,1531916,2.121,199.98,1.16,0,0,2
1963,1531966,2.126,199.98,1.16,0,0,3
1964,1532016,2.165,199.98,1.16,0,0,3
1965,1532066,2.192,199.98,1.16,0,0,3
1966,1532116,2.235,199.98,1.16,0,0,3
1967,1532166,2.213,199.98,1.16,0,0,7
1968,1532216,2.143,199.98,1.16,0,0,3
1969,1532266,2.155,200.05,1.16,0,0,3
1970,1532316,2.170,200.05,1.16,0,0,3
1971,1532366,2.117,200.05,1.16,0,0,3
1972,1532416,2.112,199.91,1.16,0,22644,3
1973,1532466,2.195,199.91,1.16,0,0,3
1974,1532516,2.226,199.91,1.16,0,0,3
1975,1532566,2.203,199.98,1.16,0,0,7
1976,1532616,2.196,199.98,1.16,0,0,3
1977,1532666,2.205,199.98,1.16,0,0,3
1978,1532716,2.218,199.94,1.16,0,0,13
1979,1532766,2.186,199.94,1.16,0,0,3
1980,1532816,2.162,199.94,1.16,0,0,3
1981,1532866,2.215,199.94,1.16,0,0,3
1982,1532916,2.245,200.05,1.16,0,0,3
1983,1532966,2.260,200.05,1.16,0,0,7
1984,1533016,2.218,200.05,1.16,0,0,3
1985,1533066,2.159,199.94,1.16,0,0,3
1986,1533116,2.146,199.94,1.16,0,0,3
1987,1533166,2.107,199.94,1.16,0,0,3
1988,1533216,2.109,200.05,1.16,0,0,3
1989,1533266,2.168,200.05,1.16,0,0,3
1990,1533316,2.167,200.05,1.16,0,0,2
1991,1533366,2.124,200.05,1.16,0,0,7
1992,1533416,2.137,199.94,1.16,0,0,2
1993,1533466,2.148,199.94,1.16,0,0,3
1994,1533516,2.153,199.94,1.16,0,0,3
1995,1533566,2.157,199.94,1.16,0,0,3
1996,1533616,2.206,199.94,1.16,0,0,3
1997,1533666,2.266,199.94,1.16,0,0,3
1998,1533716,2.303,199.98,1.16,0,0,8
1999,1533766,2.264,199.98,1.16,0,0,40
2000,1533816,2.178,199.98,1.16,0,0,3
2001,1533866,2.156,200.05,1.16,0,0,3
2002,1533916,2.122,200.05,1.16,0,0,3
2003,1533966,2.131,200.05,1.16,0,0,3
2004,1534016,2.178,200.05,1.16,0,0,3
2005,1534066,2.198,199.91,1.16,0,0,3
2006,1534116,2.217,199.91,1.16,0,0,3
2007,1534166,2.216,199.91,1.16,0,0,7
2008,1534216,2.184,199.91,1.16,0,0,2
2009,1534266,2.190,199.91,1.16,0,0,3
2010,1534316,2.192,199.91,1.16,0,0,3
2011,1534366,2.149,199.94,1.16,0,0,3
2012,1534416,2.221,199.94,1.16,0,0,3
2013,1534466,2.284,199.94,1.16,0,0,3
2014,1534516,2.215,199.94,1.16,0,0,3
2015,1534566,2.127,199.94,1.16,0,0,7
2016,1534616,2.098,199.94,1.16,0,0,3
2017,1534666,2.125,199.94,1.16,0,0,3
2018,1534716,2.091,200.02,1.16,0,0,15
2019,1534766,2.046,200.02,1.16,0,0,2
2020,1534816,2.063,200.02,1.16,0,0,3
2021,1534866,2.129,199.98,1.16,0,0,3
2022,1534916,2.158,199.98,1.16,0,0,3
2023,1534966,2.195,199.98,1.16,0,0,2
2024,1535016,2.204,199.94,1.16,0,0,3
2025,1535066,2.151,199.94,1.16,0,0,3
2026,1535116,2.120,199.94,1.16,0,0,3
2027,1535166,2.179,200.02,1.16,0,0,3
2028,1535216,2.134,200.02,1.16,0,0,3
2029,1535266,2.115,200.02,1.16,0,0,3
2030,1535316,2.157,200.02,1.16,0,0,3
2031,1535366,2.177,199.94,1.16,0,0,3
2032,1535416,2.206,199.94,1.16,0,0,3
2033,1535466,2.109,199.94,1.16,0,0,2
2034,1535516,2.063,199.98,1.16,0,0,7
2035,1535566,2.079,199.98,1.16,0,0,3
2036,1535616,2.093,199.98,1.16,0,0,3
2037,1535666,2.158,199.94,1.16,0,0,2
2038,1535716,2.187,199.94,1.16,0,0,19
2039,1535766,2.124,199.94,1.16,0,0,3
