# Messreihen
# Nr,Temp_C,Speed_mm_s,Dauer_s
# 1,200.0,1.16,380.0
#
sample_seq,millis_ms,kraft_N,temperatur,motor_geschwindigkeit,error_flags,sd_write_us,loop_duration_us
241,1445866,2.158,200.02,1.16,0,0,3
242,1445916,2.217,200.02,1.16,0,0,3
243,1445966,2.238,200.02,1.16,0,0,2
244,1446016,2.280,200.05,1.16,0,0,3
245,1446066,2.271,200.05,1.16,0,0,3
246,1446116,2.198,200.05,1.16,0,0,3
247,1446166,2.199,200.05,1.16,0,0,7
248,1446216,2.197,200.05,1.16,0,0,3
249,1446266,2.196,200.05,1.16,0,0,2
250,1446316,2.270,199.98,1.16,0,0,3
251,1446366,2.294,199.98,1.16,0,0,3
252,1446416,2.278,199.98,1.16,0,0,3
253,1446466,2.294,199.98,1.16,0,0,3
254,1446516,2.330,200.02,1.16,0,0,3
255,1446566,2.268,200.02,1.16,0,0,7
256,1446616,2.217,200.02,1.16,0,0,2
257,1446666,2.220,199.94,1.16,0,0,3
258,1446716,2.237,199.94,1.16,0,0,3
259,1446766,2.272,199.94,1.16,0,0,3
260,1446816,2.261,200.05,1.16,0,0,2
261,1446866,2.251,200.05,1.16,0,0,3
262,1446916,2.249,200.05,1.16,0,0,3
263,1446966,2.184,199.98,1.16,0,0,3
264,1447016,2.159,199.98,1.16,0,0,3
265,1447066,2.158,199.98,1.16,0,0,3
266,1447116,2.218,199.98,1.16,0,0,3
267,1447166,2.223,199.98,1.16,0,0,3
268,1447216,2.208,199.98,1.16,0,0,3
269,1447266,2.182,199.98,1.16,0,0,3
270,1447316,2.178,199.91,1.16,0,0,2
271,1447366,2.147,199.91,1.16,0,0,7
272,1447416,2.155,199.91,1.16,0,18298,3
273,1447466,2.203,199.98,1.16,0,0,3
274,1447516,2.286,199.98,1.16,0,0,3
275,1447566,2.310,199.98,1.16,0,0,3
276,1447616,2.347,199.94,1.16,0,0,3
277,1447666,2.318,199.94,1.16,0,0,3
278,1447716,2.253,199.94,1.16,0,0,2
279,1447766,2.212,199.94,1.16,0,0,6
280,1447816,2.200,199.98,1.16,0,0,3
281,1447866,2.230,199.98,1.16,0,0,3
282,1447916,2.269,199.98,1.16,0,0,2
283,1447966,2.285,199.91,1.16,0,0,2
284,1448016,2.258,199.91,1.16,0,0,3
285,1448066,2.216,199.91,1.16,0,0,3
286,1448116,2.191,200.02,1.16,0,0,3
287,1448166,2.198,200.02,1.16,0,0,7
288,1448216,2.186,200.02,1.16,0,0,3
289,1448266,2.173,200.05,1.16,0,0,3
290,1448316,2.251,200.05,1.16,0,0,2
291,1448366,2.262,200.05,1.16,0,0,3
292,1448416,2.225,200.05,1.16,0,0,2
293,1448466,2.240,199.87,1.16,0,0,2
294,1448516,2.271,199.87,1.16,0,0,3
295,1448566,2.251,199.87,1.16,0,0,7
296,1448616,2.179,199.91,1.16,0,0,3
297,1448666,2.141,199.91,1.16,0,0,3
298,1448717,2.235,199.91,1.16,0,0,3
299,1448766,2.318,199.98,1.16,0,0,3
300,1448816,2.322,199.98,1.16,0,0,7
301,1448866,2.273,199.98,1.16,0,0,3
302,1448916,2.275,199.98,1.16,0,0,3
303,1448966,2.256,199.98,1.16,0,0,7
304,1449016,2.237,199.98,1.16,0,0,3
305,1449066,2.268,199.98,1.16,0,0,3
306,1449116,2.318,200.05,1.16,0,0,3
307,1449166,2.311,200.05,1.16,0,0,3
308,1449216,2.284,200.05,1.16,0,0,3
309,1449266,2.275,200.05,1.16,0,0,3
310,1449316,2.193,200.05,1.16,0,0,3
311,1449366,2.153,200.05,1.16,0,0,2
312,1449416,2.145,199.98,1.16,0,0,2
313,1449466,2.237,199.98,1.16,0,0,3
314,1449516,2.326,199.98,1.16,0,0,3
315,1449566,2.296,199.98,1.16,0,0,3
316,1449616,2.293,199.98,1.16,0,0,3
317,1449666,2.304,199.98,1.16,0,0,3
318,1449716,2.299,199.98,1.16,0,0,3
319,1449766,2.255,200.05,1.16,0,0,7
320,1449816,2.224,200.05,1.16,0,0,3
321,1449866,2.284,200.05,1.16,0,0,3
322,1449916,2.396,199.94,1.16,0,0,3
323,1449966,2.381,199.94,1.16,0,0,3
324,1450016,2.298,199.94,1.16,0,0,3
325,1450066,2.259,199.87,1.16,0,0,3
326,1450116,2.231,199.87,1.16,0,0,3
327,1450166,2.248,199.87,1.16,0,0,3
328,1450216,2.236,199.87,1.16,0,0,3
329,1450266,2.281,199.98,1.16,0,0,3
330,1450316,2.343,199.98,1.16,0,0,2
331,1450366,2.356,199.98,1.16,0,0,2
332,1450416,2.330,199.98,1.16,0,0,3
333,1450466,2.256,199.98,1.16,0,0,3
334,1450516,2.203,199.98,1.16,0,0,3
335,1450566,2.145,199.98,1.16,0,0,8
336,1450616,2.123,199.98,1.16,0,0,2
337,1450666,2.157,199.98,1.16,0,0,2
338,1450716,2.166,199.87,1.16,0,0,3
339,1450766,2.204,199.87,1.16,0,0,3
340,1450816,2.249,199.87,1.16,0,0,3
341,1450866,2.247,199.87,1.16,0,0,3
342,1450916,2.255,199.94,1.16,0,0,3
343,1450966,2.284,199.94,1.16,0,0,3
344,1451016,2.310,199.94,1.16,0,0,2
345,1451066,2.339,200.09,1.16,0,0,2
346,1451116,2.355,200.09,1.16,0,0,3
347,1451166,2.344,200.09,1.16,0,0,3
348,1451216,2.301,199.91,1.16,0,0,3
349,1451266,2.267,199.91,1.16,0,0,3
350,1451316,2.172,199.91,1.16,0,0,3
351,1451366,2.160,199.87,1.16,0,0,3
352,1451416,2.215,199.87,1.16,0,0,3
353,1451466,2.318,199.87,1.16,0,0,2
354,1451516,2.327,199.87,1.16,0,0,3
355,1451566,2.279,199.98,1.16,0,0,2
356,1451616,2.255,199.98,1.16,0,0,2
357,1451666,2.216,199.98,1.16,0,0,2
358,1451716,2.187,199.98,1.16,0,0,2
359,1451766,2.182,199.98,1.16,0,0,6
360,1451816,2.204,199.98,1.16,0,0,2
361,1451866,2.278,200.02,1.16,0,0,3
362,1451916,2.241,200.02,1.16,0,0,3
363,1451966,2.232,200.02,1.16,0,0,3
364,1452016,2.255,199.91,1.16,0,0,3
365,1452066,2.278,199.91,1.16,0,0,3
366,1452116,2.275,199.91,1.16,0,0,3
367,1452166,2.316,199.91,1.16,0,0,3
368,1452216,2.413,200.02,1.16,0,0,3
369,1452266,2.433,200.02,1.16,0,0,3
370,1452316,2.379,200.02,1.16,0,0,3
371,1452366,2.248,199.91,1.16,0,0,2
372,1452416,2.192,199.91,1.16,0,17666,3
373,1452466,2.165,199.91,1.16,0,0,3
374,1452516,2.144,199.98,1.16,0,0,2
375,1452566,2.234,199.98,1.16,0,0,3
376,1452616,2.275,199.98,1.16,0,0,2
377,1452666,2.269,200.02,1.16,0,0,2
378,1452716,2.276,200.02,1.16,0,0,2
379,1452766,2.267,200.02,1.16,0,0,3
380,1452816,2.263,200.02,1.16,0,0,2
381,1452866,2.236,199.91,1.16,0,0,3
382,1452916,2.215,199.91,1.16,0,0,3
383,1452966,2.309,199.91,1.16,0,0,3
384,1453016,2.330,199.91,1.16,0,0,3
385,1453066,2.296,199.91,1.16,0,0,3
386,1453116,2.253,199.91,1.16,0,0,3
387,1453166,2.207,200.02,1.16,0,0,3
388,1453216,2.171,200.02,1.16,0,0,3
389,1453266,2.121,200.02,1.16,0,0,3
390,1453316,2.138,199.98,1.16,0,0,3
391,1453366,2.269,199.98,1.16,0,0,3
392,1453416,2.346,199.98,1.16,0,0,3
393,1453466,2.351,199.98,1.16,0,0,3
394,1453516,2.349,199.91,1.16,0,0,3
395,1453566,2.312,199.91,1.16,0,0,3
396,1453616,2.267,199.91,1.16,0,0,3
397,1453666,2.227,199.98,1.16,0,0,3
398,1453716,2.232,199.98,1.16,0,0,3
399,1453766,2.299,199.98,1.16,0,0,3
400,1453816,2.268,199.98,1.16,0,0,3
401,1453866,2.233,199.98,1.16,0,0,3
402,1453916,2.236,199.98,1.16,0,0,3
403,1453966,2.272,199.94,1.16,0,0,3
404,1454016,2.268,199.94,1.16,0,0,3
405,1454066,2.253,199.94,1.16,0,0,3
406,1454116,2.311,199.94,1.16,0,0,3
407,1454166,2.367,199.94,1.16,0,0,3
408,1454216,2.360,199.94,1.16,0,0,3
409,1454266,2.358,199.94,1.16,0,0,3
410,1454316,2.332,199.94,1.16,0,0,3
411,1454366,2.302,199.94,1.16,0,0,3
412,1454416,2.230,199.94,1.16,0,0,3
413,1454466,2.155,200.05,1.16,0,0,3
414,1454516,2.184,200.05,1.16,0,0,3
415,1454566,2.273,200.05,1.16,0,0,3
416,1454616,2.285,200.05,1.16,0,0,3
417,1454666,2.322,199.94,1.16,0,0,3
418,1454716,2.321,199.94,1.16,0,0,2
419,1454766,2.276,199.94,1.16,0,0,2
420,1454816,2.228,199.98,1.16,0,0,3
421,1454866,2.207,199.98,1.16,0,0,3
422,1454916,2.248,199.98,1.16,0,0,3
423,1454966,2.322,199.98,1.16,0,0,2
424,1455016,2.309,199.98,1.16,0,0,3
425,1455066,2.239,199.98,1.16,0,0,3
426,1455116,2.193,200.09,1.16,0,0,3
427,1455166,2.166,200.09,1.16,0,0,3
428,1455216,2.160,200.09,1.16,0,0,3
429,1455266,2.186,200.09,1.16,0,0,3
430,1455316,2.265,199.98,1.16,0,0,3
431,1455366,2.298,199.98,1.16,0,0,3
432,1455416,2.302,199.98,1.16,0,0,3
433,1455466,2.307,199.91,1.16,0,0,3
434,1455516,2.319,199.91,1.16,0,0,3
435,1455566,2.299,199.91,1.16,0,0,3
436,1455616,2.289,199.94,1.16,0,0,3
437,1455666,2.293,199.94,1.16,0,0,3
438,1455716,2.313,199.94,1.16,0,0,3
439,1455766,2.318,199.94,1.16,0,0,3
440,1455816,2.316,199.94,1.16,0,0,3
441,1455866,2.283,199.94,1.16,0,0,3
442,1455916,2.208,199.94,1.16,0,0,3
443,1455966,2.187,199.94,1.16,0,0,3
444,1456016,2.244,199.94,1.16,0,0,3
445,1456066,2.290,199.94,1.16,0,0,3
446,1456116,2.346,200.02,1.16,0,0,3
447,1456166,2.367,200.02,1.16,0,0,3
448,1456216,2.307,200.02,1.16,0,0,2
449,1456266,2.306,199.98,1.16,0,0,3
450,1456316,2.306,199.98,1.16,0,0,3
451,1456366,2.257,199.98,1.16,0,0,2
452,1456416,2.236,199.80,1.16,0,0,3
453,1456466,2.256,199.80,1.16,0,0,3
454,1456516,2.299,199.80,1.16,0,0,3
455,1456566,2.309,199.80,1.16,0,0,3
456,1456616,2.272,199.98,1.16,0,0,3
457,1456666,2.262,199.98,1.16,0,0,3
458,1456716,2.296,199.98,1.16,0,0,2
459,1456766,2.297,200.02,1.16,0,0,3
460,1456816,2.301,200.02,1.16,0,0,3
461,1456866,2.347,200.02,1.16,0,0,3
462,1456916,2.386,199.94,1.16,0,0,3
463,1456966,2.397,199.94,1.16,0,0,3
464,1457016,2.402,199.94,1.16,0,0,2
465,1457066,2.355,199.98,1.16,0,0,3
466,1457116,2.321,199.98,1.16,0,0,2
467,1457166,2.267,199.98,1.16,0,0,3
468,1457216,2.229,199.98,1.16,0,0,3
469,1457266,2.248,199.98,1.16,0,0,3
470,1457316,2.278,199.98,1.16,0,0,3
471,1457366,2.246,199.98,1.16,0,0,3
472,1457416,2.280,199.98,1.16,0,19096,3
473,1457466,2.305,199.98,1.16,0,0,3
474,1457516,2.334,199.98,1.16,0,0,3
475,1457566,2.342,200.05,1.16,0,0,3
476,1457616,2.363,200.05,1.16,0,0,3
477,1457666,2.435,200.05,1.16,0,0,3
478,1457716,2.458,200.02,1.16,0,0,3
479,1457766,2.385,200.02,1.16,0,0,3
480,1457816,2.316,200.02,1.16,0,0,2
481,1457866,2.280,200.02,1.16,0,0,3
482,1457916,2.264,200.05,1.16,0,0,3
483,1457966,2.265,200.05,1.16,0,0,3
484,1458016,2.264,200.05,1.16,0,0,2
485,1458066,2.327,199.87,1.16,0,0,3
486,1458116,2.398,199.87,1.16,0,0,2
487,1458166,2.427,199.87,1.16,0,0,3
488,1458216,2.387,199.94,1.16,0,0,2
489,1458266,2.355,199.94,1.16,0,0,3
490,1458316,2.307,199.94,1.16,0,0,2
491,1458366,2.277,199.94,1.16,0,0,3
492,1458416,2.289,200.02,1.16,0,0,3
493,1458466,2.323,200.02,1.16,0,0,3
494,1458516,2.338,200.02,1.16,0,0,2
495,1458566,2.311,200.02,1.16,0,0,3
496,1458616,2.303,200.02,1.16,0,0,3
497,1458666,2.273,200.02,1.16,0,0,6
498,1458716,2.187,200.02,1.16,0,0,2
499,1458766,2.162,200.02,1.16,0,0,3
500,1458816,2.254,200.02,1.16,0,0,3
501,1458866,2.366,200.02,1.16,0,0,3
502,1458916,2.385,200.02,1.16,0,0,2
503,1458966,2.380,200.02,1.16,0,0,3
504,1459016,2.344,200.02,1.16,0,0,3
505,1459067,2.341,199.98,1.16,0,0,17
506,1459116,2.350,199.98,1.16,0,0,3
507,1459166,2.330,199.98,1.16,0,0,3
508,1459216,2.391,199.94,1.16,0,0,5
509,1459266,2.415,199.94,1.16,0,0,3
510,1459316,2.408,199.94,1.16,0,0,7
511,1459366,2.390,200.02,1.16,0,0,4
512,1459416,2.326,200.02,1.16,0,0,7
513,1459466,2.277,200.02,1.16,0,0,2
514,1459516,2.274,199.91,1.16,0,0,4
515,1459566,2.283,199.91,1.16,0,0,3
516,1459616,2.367,199.91,1.16,0,0,6
517,1459666,2.437,199.91,1.16,0,0,3
518,1459716,2.399,200.02,1.16,0,0,9
519,1459766,2.365,200.02,1.16,0,0,3
520,1459816,2.332,200.02,1.16,0,0,7
521,1459866,2.324,199.98,1.16,0,0,8
522,1459916,2.299,199.98,1.16,0,0,2
523,1459966,2.322,199.98,1.16,0,0,3
524,1460016,2.449,200.09,1.16,0,0,6
525,1460066,2.470,200.09,1.16,0,0,2
526,1460116,2.387,200.09,1.16,0,0,7
527,1460166,2.345,200.02,1.16,0,0,5
528,1460216,2.327,200.02,1.16,0,0,7
529,1460266,2.338,200.02,1.16,0,0,7
530,1460316,2.318,200.02,1.16,0,0,7
531,1460366,2.305,200.05,1.16,0,0,5
532,1460416,2.382,200.05,1.16,0,0,7
533,1460466,2.420,200.05,1.16,0,0,7
534,1460516,2.390,199.98,1.16,0,0,8
535,1460566,2.373,199.98,1.16,0,0,7
536,1460616,2.341,199.98,1.16,0,0,7
537,1460666,2.306,200.05,1.16,0,0,10
538,1460716,2.312,200.05,1.16,0,0,7
539,1460766,2.294,200.05,1.16,0,0,7
540,1460816,2.332,199.94,1.16,0,0,5
541,1460866,2.318,199.94,1.16,0,0,3
542,1460916,2.349,199.94,1.16,0,0,2
543,1460966,2.403,199.94,1.16,0,0,3
544,1461016,2.372,200.02,1.16,0,0,3
545,1461066,2.341,200.02,1.16,0,0,7
546,1461116,2.281,200.02,1.16,0,0,2
547,1461166,2.339,199.94,1.16,0,0,3
548,1461216,2.429,199.94,1.16,0,0,2
549,1461266,2.414,199.94,1.16,0,0,3
550,1461316,2.370,200.05,1.16,0,0,2
551,1461366,2.349,200.05,1.16,0,0,3
552,1461416,2.305,200.05,1.16,0,0,3
553,1461466,2.257,199.94,1.16,0,0,3
554,1461517,2.199,199.94,1.16,0,0,2
555,1461566,2.213,199.94,1.16,0,0,3
556,1461616,2.296,199.94,1.16,0,0,7
557,1461666,2.337,199.87,1.16,0,0,3
558,1461716,2.347,199.87,1.16,0,0,2
559,1461766,2.327,199.87,1.16,0,0,3
560,1461816,2.253,200.09,1.16,0,0,3
561,1461866,2.256,200.09,1.16,0,0,7
562,1461916,2.275,200.09,1.16,0,0,3
563,1461966,2.320,200.02,1.16,0,0,3
564,1462016,2.357,200.02,1.16,0,0,6
565,1462066,2.352,200.02,1.16,0,0,3
566,1462116,2.351,200.09,1.16,0,0,3
567,1462166,2.287,200.09,1.16,0,0,3
568,1462216,2.176,200.09,1.16,0,0,3
569,1462266,2.149,200.09,1.16,0,0,7
570,1462316,2.190,200.09,1.16,0,0,3
571,1462366,2.308,200.09,1.16,0,0,3
572,1462416,2.388,200.09,1.16,0,17330,6
573,1462466,2.394,200.02,1.16,0,0,3
