# Messreihen
# Nr,Temp_C,Speed_mm_s,Dauer_s
# 1,200.0,1.16,380.0
#
sample_seq,millis_ms,kraft_N,temperatur,motor_geschwindigkeit,error_flags,sd_write_us,loop_duration_us
1567,544066,1.927,199.94,1.16,0,0,3
1568,544116,1.939,199.94,1.16,0,0,2
1569,544166,1.963,200.02,1.16,0,0,3
1570,544216,2.018,200.02,1.16,0,0,2
1571,544266,2.058,200.02,1.16,0,0,3
1572,544316,2.058,200.02,1.16,0,0,7
1573,544366,2.002,199.98,1.16,0,0,3
1574,544416,1.985,199.98,1.16,0,0,3
1575,544466,2.003,199.98,1.16,0,0,2
1576,544516,2.019,200.02,1.16,0,0,12
1577,544566,2.005,200.02,1.16,0,0,3
1578,544616,2.020,200.02,1.16,0,0,3
1579,544666,2.072,199.94,1.16,0,0,2
1580,544716,2.018,199.94,1.16,0,0,7
1581,544766,1.937,199.94,1.16,0,0,2
1582,544816,1.955,199.94,1.16,0,0,3
1583,544866,1.979,200.02,1.16,0,0,3
1584,544916,1.976,200.02,1.16,0,0,3
1585,544966,1.969,200.02,1.16,0,0,3
1586,545016,2.002,200.05,1.16,0,0,3
1587,545066,2.064,200.05,1.16,0,0,3
1588,545116,2.059,200.05,1.16,0,0,7
1589,545166,2.014,199.98,1.16,0,0,3
1590,545216,2.011,199.98,1.16,0,0,3
1591,545266,1.953,199.98,1.16,0,0,2
1592,545316,1.980,200.09,1.16,0,0,3
1593,545366,2.038,200.09,1.16,0,0,3
1594,545416,2.032,200.09,1.16,0,0,3
1595,545466,2.006,200.09,1.16,0,0,3
1596,545516,2.021,200.02,1.16,0,0,22
1597,545566,2.011,200.02,1.16,0,0,3
1598,545616,2.034,200.02,1.16,0,0,3
1599,545666,2.001,199.98,1.16,0,0,2
1600,545716,1.965,199.98,1.16,0,17562,3
1601,545766,1.943,199.98,1.16,0,0,3
1602,545816,1.987,200.09,1.16,0,0,3
1603,545866,2.054,200.09,1.16,0,0,3
1604,545916,2.056,200.09,1.16,0,0,7
1605,545966,1.997,199.98,1.16,0,0,2
1606,546016,1.957,199.98,1.16,0,0,3
1607,546066,1.925,199.98,1.16,0,0,3
1608,546116,1.928,199.98,1.16,0,0,2
1609,546166,1.947,200.09,1.16,0,0,2
1610,546216,2.004,200.09,1.16,0,0,3
1611,546266,2.067,200.09,1.16,0,0,3
1612,546316,2.033,199.98,1.16,0,0,2
1613,546366,2.016,199.98,1.16,0,0,2
1614,546416,2.043,199.98,1.16,0,0,3
1615,546466,2.029,199.94,1.16,0,0,3
1616,546516,2.051,199.94,1.16,0,0,9
1617,546566,2.120,199.94,1.16,0,0,3
1618,546616,2.075,199.98,1.16,0,0,3
1619,546666,2.063,199.98,1.16,0,0,3
1620,546716,2.096,199.98,1.16,0,0,15
1621,546766,2.015,199.98,1.16,0,0,7
1622,546816,1.931,199.98,1.16,0,0,9
1623,546866,1.859,199.98,1.16,0,0,7
1624,546916,1.893,199.98,1.16,0,0,3
1625,546966,2.028,200.05,1.16,0,0,3
1626,547016,2.034,200.05,1.16,0,0,9
1627,547066,1.986,200.05,1.16,0,0,7
1628,547116,1.988,199.98,1.16,0,0,7
1629,547166,1.982,199.98,1.16,0,0,3
1630,547216,2.010,199.98,1.16,0,0,9
1631,547266,1.995,199.98,1.16,0,0,5
1632,547316,1.965,199.98,1.16,0,0,9
1633,547366,2.024,199.98,1.16,0,0,3
1634,547416,2.129,199.98,1.16,0,0,7
1635,547466,2.084,200.09,1.16,0,0,3
1636,547516,1.956,200.09,1.16,0,0,25
1637,547566,1.954,200.09,1.16,0,0,3
1638,547616,1.926,199.91,1.16,0,0,3
1639,547666,1.946,199.91,1.16,0,0,3
1640,547716,2.018,199.91,1.16,0,0,3
1641,547766,2.099,200.02,1.16,0,0,2
1642,547816,2.100,200.02,1.16,0,0,2
1643,547866,2.018,200.02,1.16,0,0,3
1644,547916,1.996,200.05,1.16,0,0,11
1645,547966,2.057,200.05,1.16,0,0,2
1646,548016,2.044,200.05,1.16,0,0,11
1647,548066,1.939,200.05,1.16,0,0,3
1648,548116,1.960,199.98,1.16,0,0,13
1649,548166,2.034,199.98,1.16,0,0,3
1650,548216,1.984,199.98,1.16,0,0,3
1651,548266,1.923,199.98,1.16,0,0,3
1652,548316,1.896,199.98,1.16,0,0,20
1653,548366,1.951,199.98,1.16,0,0,3
1654,548416,2.002,200.02,1.16,0,0,3
1655,548466,1.958,200.02,1.16,0,0,3
1656,548516,2.046,200.02,1.16,0,0,3
1657,548566,2.131,199.94,1.16,0,0,11
1658,548616,2.109,199.94,1.16,0,0,3
1659,548666,2.125,199.94,1.16,0,0,3
1660,548716,2.042,199.94,1.16,0,0,7
1661,548766,1.974,199.98,1.16,0,0,7
1662,548816,2.012,199.98,1.16,0,0,3
1663,548866,1.994,199.98,1.16,0,0,7
1664,548916,1.961,200.02,1.16,0,0,5
1665,548966,1.975,200.02,1.16,0,0,3
1666,549016,1.979,200.02,1.16,0,0,3
1667,549066,2.042,199.98,1.16,0,0,3
1668,549116,2.043,199.98,1.16,0,0,7
1669,549166,1.985,199.98,1.16,0,0,7
1670,549216,1.991,199.98,1.16,0,0,3
1671,549266,1.971,199.94,1.16,0,0,9
1672,549316,2.030,199.94,1.16,0,0,3
1673,549366,2.134,199.94,1.16,0,0,7
1674,549416,2.096,200.02,1.16,0,0,5
1675,549466,2.032,200.02,1.16,0,0,2
1676,549516,1.947,200.02,1.16,0,0,7
1677,549566,1.915,200.02,1.16,0,0,27
1678,549616,1.873,200.02,1.16,0,0,2
1679,549666,1.872,200.02,1.16,0,0,3
1680,549716,2.006,199.98,1.16,0,0,3
1681,549766,2.115,199.98,1.16,0,0,13
1682,549816,2.090,199.98,1.16,0,0,3
1683,549866,2.066,199.98,1.16,0,0,7
1684,549916,2.043,200.13,1.16,0,0,13
1685,549966,1.983,200.13,1.16,0,0,3
1686,550016,1.978,200.13,1.16,0,0,3
1687,550066,2.040,200.02,1.16,0,0,13
1688,550116,2.086,200.02,1.16,0,0,3
1689,550166,2.053,200.02,1.16,0,0,11
1690,550216,2.101,199.98,1.16,0,0,3
1691,550266,2.104,199.98,1.16,0,0,3
1692,550316,1.968,199.98,1.16,0,0,7
1693,550366,1.899,200.02,1.16,0,0,13
1694,550416,1.910,200.02,1.16,0,0,3
1695,550466,1.980,200.02,1.16,0,0,6
1696,550516,2.085,200.02,1.16,0,0,19
1697,550566,2.104,199.98,1.16,0,0,9
1698,550616,2.058,199.98,1.16,0,0,3
1699,550666,2.011,199.98,1.16,0,0,3
1700,550716,2.010,200.02,1.16,0,17109,7
1701,550766,2.068,200.02,1.16,0,0,3
1702,550816,2.068,200.02,1.16,0,0,3
1703,550866,2.034,199.98,1.16,0,0,3
1704,550916,2.097,199.98,1.16,0,0,3
1705,550966,2.126,199.98,1.16,0,0,3
1706,551016,2.033,199.98,1.16,0,0,3
1707,551066,1.980,199.98,1.16,0,0,3
1708,551116,2.012,199.98,1.16,0,0,7
1709,551166,2.052,199.98,1.16,0,0,3
1710,551216,2.009,199.98,1.16,0,0,2
1711,551266,2.016,199.98,1.16,0,0,3
1712,551316,2.073,199.98,1.16,0,0,2
1713,551366,2.073,199.98,1.16,0,0,3
1714,551416,2.032,199.98,1.16,0,0,2
1715,551466,2.070,199.98,1.16,0,0,2
1716,551516,2.065,199.94,1.16,0,0,15
1717,551566,1.993,199.94,1.16,0,0,3
1718,551616,2.023,199.94,1.16,0,0,3
1719,551666,1.974,199.98,1.16,0,0,3
1720,551716,1.972,199.98,1.16,0,0,3
1721,551766,1.980,199.98,1.16,0,0,3
1722,551816,1.948,199.98,1.16,0,0,3
1723,551866,1.994,199.98,1.16,0,0,3
1724,551916,1.991,199.98,1.16,0,0,7
1725,551966,1.954,199.98,1.16,0,0,2
1726,552016,2.014,200.05,1.16,0,0,3
1727,552066,2.104,200.05,1.16,0,0,3
1728,552116,2.151,200.05,1.16,0,0,3
1729,552166,2.156,199.94,1.16,0,0,2
1730,552216,2.055,199.94,1.16,0,0,3
1731,552266,2.105,199.94,1.16,0,0,3
1732,552316,2.082,199.94,1.16,0,0,7
1733,552366,1.960,200.02,1.16,0,0,3
1734,552416,1.980,200.02,1.16,0,0,3
1735,552466,2.043,200.02,1.16,0,0,2
1736,552516,2.109,199.94,1.16,0,0,13
1737,552566,2.105,199.94,1.16,0,0,3
1738,552616,2.027,199.94,1.16,0,0,3
1739,552666,2.015,200.02,1.16,0,0,3
1740,552716,1.937,200.02,1.16,0,0,6
1741,552766,1.884,200.02,1.16,0,0,2
1742,552816,2.008,199.94,1.16,0,0,3
1743,552866,2.081,199.94,1.16,0,0,3
1744,552916,2.060,199.94,1.16,0,0,3
1745,552966,2.037,199.94,1.16,0,0,3
1746,553016,1.960,199.94,1.16,0,0,3
1747,553066,1.948,199.94,1.16,0,0,3
1748,553116,1.953,199.94,1.16,0,0,7
1749,553166,1.946,200.05,1.16,0,0,3
1750,553216,2.039,200.05,1.16,0,0,3
1751,553266,2.097,200.05,1.16,0,0,2
1752,553316,2.094,199.94,1.16,0,0,3
1753,553366,2.079,199.94,1.16,0,0,3
1754,553416,1.996,199.94,1.16,0,0,3
1755,553466,2.040,200.05,1.16,0,0,2
1756,553516,2.094,200.05,1.16,0,0,23
1757,553566,2.052,200.05,1.16,0,0,2
1758,553616,2.127,200.05,1.16,0,0,3
1759,553666,2.161,200.02,1.16,0,0,3
1760,553716,2.076,200.02,1.16,0,0,3
1761,553766,2.006,200.02,1.16,0,0,3
1762,553816,1.993,200.05,1.16,0,0,3
1763,553866,2.015,200.05,1.16,0,0,3
1764,553916,2.002,200.05,1.16,0,0,7
1765,553966,2.002,199.87,1.16,0,0,3
1766,554016,2.064,199.87,1.16,0,0,3
1767,554066,2.071,199.87,1.16,0,0,3
1768,554116,2.068,200.05,1.16,0,0,3
1769,554166,2.054,200.05,1.16,0,0,3
1770,554216,2.000,200.05,1.16,0,0,3
1771,554266,2.003,200.05,1.16,0,0,13
1772,554316,2.044,199.91,1.16,0,0,7
1773,554366,2.037,199.91,1.16,0,0,3
1774,554416,2.065,199.91,1.16,0,0,3
1775,554466,2.080,199.91,1.16,0,0,13
1776,554517,2.074,199.91,1.16,0,0,49
1777,554566,2.076,199.91,1.16,0,0,10
1778,554616,2.068,199.98,1.16,0,0,13
1779,554666,2.063,199.98,1.16,0,0,3
1780,554716,2.037,199.98,1.16,0,0,7
1781,554766,1.989,199.91,1.16,0,0,3
1782,554816,2.070,199.91,1.16,0,0,3
1783,554866,2.068,199.91,1.16,0,0,2
1784,554916,2.060,199.91,1.16,0,0,3
1785,554966,2.078,200.02,1.16,0,0,7
1786,555016,2.042,200.02,1.16,0,0,3
1787,555066,2.014,200.02,1.16,0,0,2
1788,555116,1.981,200.05,1.16,0,0,7
1789,555166,1.986,200.05,1.16,0,0,2
1790,555216,2.069,200.05,1.16,0,0,3
1791,555266,2.061,199.98,1.16,0,0,3
1792,555316,2.065,199.98,1.16,0,0,2
1793,555366,2.081,199.98,1.16,0,0,7
1794,555416,2.017,199.91,1.16,0,0,3
1795,555466,2.023,199.91,1.16,0,0,3
1796,555516,2.028,199.91,1.16,0,0,17
1797,555566,2.019,199.91,1.16,0,0,3
1798,555616,2.090,199.94,1.16,0,0,3
1799,555666,2.137,199.94,1.16,0,0,3
1800,555716,2.106,199.94,1.16,0,22324,3
1801,555766,2.077,200.02,1.16,0,0,7
1802,555816,2.065,200.02,1.16,0,0,3
1803,555866,2.066,200.02,1.16,0,0,3
1804,555916,2.039,199.98,1.16,0,0,3
1805,555966,2.068,199.98,1.16,0,0,3
1806,556016,2.104,199.98,1.16,0,0,3
1807,556066,2.002,199.94,1.16,0,0,2
1808,556116,2.001,199.94,1.16,0,0,3
1809,556166,2.055,199.94,1.16,0,0,6
1810,556216,1.998,199.94,1.16,0,0,3
1811,556266,1.968,199.87,1.16,0,0,3
1812,556316,1.935,199.87,1.16,0,0,3
1813,556366,1.985,199.87,1.16,0,0,3
1814,556416,2.097,199.83,1.16,0,0,3
1815,556466,2.071,199.83,1.16,0,0,3
1816,556516,2.034,199.83,1.16,0,0,19
1817,556566,2.049,199.94,1.16,0,0,7
1818,556616,2.012,199.94,1.16,0,0,3
1819,556666,2.018,199.94,1.16,0,0,3
1820,556716,1.996,199.94,1.16,0,0,3
1821,556766,1.955,199.98,1.16,0,0,2
1822,556816,2.069,199.98,1.16,0,0,3
1823,556866,2.108,199.98,1.16,0,0,3
1824,556916,2.109,200.09,1.16,0,0,2
1825,556966,2.063,200.09,1.16,0,0,2
1826,557016,2.029,200.09,1.16,0,0,2
1827,557066,1.996,199.94,1.16,0,0,3
1828,557116,2.034,199.94,1.16,0,0,7
1829,557166,2.097,199.94,1.16,0,0,3
1830,557216,2.159,199.91,1.16,0,0,3
1831,557266,2.124,199.91,1.16,0,0,3
1832,557316,2.101,199.91,1.16,0,0,3
1833,557366,2.032,199.91,1.16,0,0,7
1834,557416,1.950,200.02,1.16,0,0,3
1835,557466,1.981,200.02,1.16,0,0,3
1836,557516,2.048,200.02,1.16,0,0,18
1837,557566,2.088,199.87,1.16,0,0,3
1838,557616,2.091,199.87,1.16,0,0,3
1839,557666,2.063,199.87,1.16,0,0,2
1840,557716,2.032,199.98,1.16,0,0,3
1841,557766,2.086,199.98,1.16,0,0,7
1842,557816,2.108,199.98,1.16,0,0,3
1843,557866,2.087,199.98,1.16,0,0,3
1844,557916,2.063,199.98,1.16,0,0,7
1845,557966,2.151,199.98,1.16,0,0,3
1846,558016,2.159,199.98,1.16,0,0,3
1847,558066,2.097,199.94,1.16,0,0,3
1848,558116,2.083,199.94,1.16,0,0,3
1849,558166,2.073,199.94,1.16,0,0,7
1850,558216,2.004,199.98,1.16,0,0,3
1851,558266,1.969,199.98,1.16,0,0,3
1852,558316,1.995,199.98,1.16,0,0,7
1853,558366,2.070,199.98,1.16,0,0,3
1854,558416,2.120,199.98,1.16,0,0,2
1855,558466,2.097,199.98,1.16,0,0,2
1856,558516,2.059,200.02,1.16,0,0,3
1857,558566,2.053,200.02,1.16,0,0,9
1858,558616,2.086,200.02,1.16,0,0,3
1859,558666,2.062,200.02,1.16,0,0,27
1860,558716,2.026,199.87,1.16,0,0,7
1861,558766,2.077,199.87,1.16,0,0,3
1862,558816,2.108,199.87,1.16,0,0,3
1863,558866,2.101,199.94,1.16,0,0,3
1864,558916,2.101,199.94,1.16,0,0,3
1865,558966,2.090,199.94,1.16,0,0,7
1866,559016,2.068,199.94,1.16,0,0,3
1867,559066,2.045,199.94,1.16,0,0,3
1868,559116,2.140,199.94,1.16,0,0,7
1869,559166,2.226,200.05,1.16,0,0,2
1870,559216,2.199,200.05,1.16,0,0,3
1871,559266,2.196,200.05,1.16,0,0,3
1872,559316,2.206,200.05,1.16,0,0,3
1873,559366,2.091,199.94,1.16,0,0,7
1874,559416,1.997,199.94,1.16,0,0,3
1875,559466,2.008,199.94,1.16,0,0,3
1876,559516,2.094,199.94,1.16,0,0,15
1877,559566,2.123,199.94,1.16,0,0,3
1878,559616,2.081,199.94,1.16,0,0,3
1879,559666,2.013,199.91,1.16,0,0,3
1880,559716,1.991,199.91,1.16,0,0,3
1881,559766,2.036,199.91,1.16,0,0,7
1882,559816,2.052,199.87,1.16,0,0,3
1883,559866,2.067,199.87,1.16,0,0,3
1884,559916,2.129,199.87,1.16,0,0,7
1885,559966,2.196,199.87,1.16,0,0,3
1886,560016,2.188,199.94,1.16,0,0,3
1887,560066,2.141,199.94,1.16,0,0,3
1888,560116,2.078,199.94,1.16,0,0,3
1889,560166,2.053,199.91,1.16,0,0,7
1890,560216,2.063,199.91,1.16,0,0,3
1891,560266,2.066,199.91,1.16,0,0,2
1892,560316,2.124,199.94,1.16,0,0,3
1893,560366,2.161,199.94,1.16,0,0,3
1894,560416,2.170,199.94,1.16,0,0,3
1895,560466,2.164,199.94,1.16,0,0,3
1896,560516,2.132,200.02,1.16,0,0,27
1897,560566,2.131,200.02,1.16,0,0,7
1898,560616,2.093,200.02,1.16,0,0,3
1899,560666,2.093,199.91,1.16,0,0,3
1900,560716,2.101,199.91,1.16,0,28848,9
1901,560766,2.092,199.91,1.16,0,0,3
1902,560816,2.096,199.91,1.16,0,0,3
1903,560866,2.069,199.91,1.16,0,0,2
1904,560916,1.995,199.91,1.16,0,0,2
1905,560966,2.003,199.94,1.16,0,0,3
1906,561016,1.987,199.94,1.16,0,0,2
1907,561066,2.021,199.94,1.16,0,0,2
1908,561116,2.111,199.94,1.16,0,0,6
1909,561166,2.140,199.94,1.16,0,0,2
1910,561216,2.143,199.94,1.16,0,0,2
1911,561266,2.148,199.94,1.16,0,0,2
1912,561316,2.105,199.94,1.16,0,0,2
1913,561366,2.040,199.94,1.16,0,0,6
1914,561416,2.010,199.94,1.16,0,0,2
1915,561466,2.072,200.02,1.16,0,0,2
1916,561516,2.141,200.02,1.16,0,0,23
1917,561566,2.110,200.02,1.16,0,0,3
1918,561616,2.087,199.98,1.16,0,0,3
1919,561666,2.049,199.98,1.16,0,0,3
1920,561716,2.027,199.98,1.16,0,0,2
1921,561766,1.996,199.98,1.16,0,0,3
1922,561816,2.090,199.98,1.16,0,0,3
1923,561866,2.172,199.98,1.16,0,0,3
1924,561916,2.150,199.98,1.16,0,0,3
1925,561966,2.097,200.05,1.16,0,0,2
1926,562016,2.055,200.05,1.16,0,0,2
1927,562066,2.040,200.05,1.16,0,0,3
1928,562116,2.038,199.94,1.16,0,0,3
1929,562166,2.022,199.94,1.16,0,0,3
1930,562216,2.066,199.94,1.16,0,0,3
1931,562266,2.072,199.98,1.16,0,0,3
1932,562316,2.073,199.98,1.16,0,0,3
1933,562366,2.090,199.98,1.16,0,0,9
1934,562416,2.113,199.98,1.16,0,0,3
1935,562466,2.055,199.98,1.16,0,0,3
1936,562516,2.062,199.98,1.16,0,0,3
1937,562566,2.103,199.98,1.16,0,0,21
1938,562616,2.138,199.83,1.16,0,0,9
1939,562666,2.153,199.83,1.16,0,0,7
1940,562716,2.138,199.83,1.16,0,0,7
1941,562766,2.095,199.87,1.16,0,0,3
1942,562816,2.096,199.87,1.16,0,0,3
1943,562866,2.042,199.87,1.16,0,0,3
1944,562916,1.940,199.94,1.16,0,0,3
1945,562966,1.921,199.94,1.16,0,0,3
1946,563016,2.044,199.94,1.16,0,0,3
1947,563066,2.106,199.94,1.16,0,0,3
1948,563116,2.088,199.91,1.16,0,0,3
1949,563166,2.067,199.91,1.16,0,0,2
1950,563216,2.057,199.91,1.16,0,0,2
1951,563266,2.055,199.98,1.16,0,0,2
1952,563316,2.027,199.98,1.16,0,0,3
1953,563366,2.104,199.98,1.16,0,0,2
1954,563416,2.172,200.05,1.16,0,0,3
1955,563466,2.159,200.05,1.16,0,0,3
1956,563516,2.137,200.05,1.16,0,0,15
1957,563566,2.082,199.98,1.16,0,0,3
1958,563616,2.060,199.98,1.16,0,0,3
1959,563666,2.005,199.98,1.16,0,0,3
1960,563716,2.002,199.98,1.16,0,0,3
1961,563766,2.049,199.98,1.16,0,0,3
1962,563816,2.100,199.98,1.16,0,0,3
1963,563866,2.143,199.98,1.16,0,0,3
1964,563916,2.125,199.94,1.16,0,0,3
1965,563966,2.061,199.94,1.16,0,0,3
1966,564016,2.010,199.94,1.16,0,0,3
1967,564066,2.008,199.98,1.16,0,0,3
1968,564116,2.012,199.98,1.16,0,0,3
1969,564166,2.044,199.98,1.16,0,0,3
1970,564216,2.108,199.98,1.16,0,0,3
1971,564266,2.092,200.02,1.16,0,0,3
1972,564316,2.004,200.02,1.16,0,0,3
1973,564366,1.971,200.02,1.16,0,0,3
1974,564416,2.003,199.94,1.16,0,0,3
1975,564466,2.044,199.94,1.16,0,0,3
1976,564516,2.035,199.94,1.16,0,0,21
1977,564566,2.060,199.98,1.16,0,0,3
1978,564616,2.152,199.98,1.16,0,0,3
1979,564666,2.117,199.98,1.16,0,0,3
1980,564716,2.101,199.94,1.16,0,0,3
1981,564766,2.112,199.94,1.16,0,0,3
1982,564816,2.057,199.94,1.16,0,0,7
1983,564866,2.050,199.94,1.16,0,0,3
1984,564916,2.135,199.94,1.16,0,0,3
1985,564966,2.127,199.94,1.16,0,0,3
1986,565016,2.062,199.94,1.16,0,0,2
1987,565066,2.068,199.98,1.16,0,0,3
1988,565116,2.085,199.98,1.16,0,0,3
1989,565166,2.104,199.98,1.16,0,0,3
1990,565216,2.059,199.87,1.16,0,0,6
1991,565266,2.038,199.87,1.16,0,0,3
1992,565316,2.042,199.87,1.16,0,0,3
1993,565366,2.054,199.91,1.16,0,0,3
1994,565416,2.033,199.91,1.16,0,0,3
1995,565466,2.068,199.91,1.16,0,0,2
1996,565516,2.094,199.91,1.16,0,0,15
1997,565566,2.033,199.98,1.16,0,0,3
1998,565616,2.020,199.98,1.16,0,0,7
1999,565666,1.993,199.98,1.16,0,0,3
2000,565717,1.991,199.94,1.16,0,22741,3
2001,565766,2.020,199.94,1.16,0,0,2
2002,565816,2.133,199.94,1.16,0,0,3
2003,565866,2.142,200.09,1.16,0,0,3
2004,565916,2.096,200.09,1.16,0,0,3
2005,565966,2.117,200.09,1.16,0,0,3
2006,566016,2.080,199.98,1.16,0,0,2
2007,566066,2.105,199.98,1.16,0,0,2
2008,566116,2.198,199.98,1.16,0,0,3
2009,566166,2.174,199.98,1.16,0,0,3
2010,566216,2.131,199.98,1.16,0,0,3
2011,566266,2.146,199.98,1.16,0,0,2
2012,566316,2.105,199.98,1.16,0,0,3
2013,566366,2.026,199.98,1.16,0,0,3
2014,566416,1.979,199.98,1.16,0,0,3
2015,566466,1.960,199.98,1.16,0,0,2
2016,566516,2.058,199.98,1.16,0,0,13
2017,566566,2.127,199.98,1.16,0,0,3
2018,566616,2.050,199.98,1.16,0,0,3
2019,566666,2.021,199.98,1.16,0,0,3
2020,566716,2.021,199.98,1.16,0,0,3
2021,566766,2.041,199.98,1.16,0,0,3
2022,566816,2.070,199.98,1.16,0,0,7
2023,566866,2.041,199.94,1.16,0,0,3
2024,566916,2.082,199.94,1.16,0,0,3
2025,566966,2.179,199.94,1.16,0,0,3
2026,567016,2.193,199.94,1.16,0,0,3
2027,567066,2.114,199.94,1.16,0,0,3
2028,567116,2.017,199.94,1.16,0,0,2
2029,567166,2.007,200.05,1.16,0,0,3
2030,567216,2.037,200.05,1.16,0,0,7
2031,567266,2.067,200.05,1.16,0,0,3
2032,567316,2.086,200.05,1.16,0,0,3
2033,567366,2.140,199.98,1.16,0,0,2
2034,567416,2.103,199.98,1.16,0,0,3
2035,567466,2.075,199.98,1.16,0,0,3
2036,567516,2.096,199.98,1.16,0,0,21
2037,567566,2.075,199.98,1.16,0,0,3
2038,567616,1.989,199.98,1.16,0,0,7
2039,567666,1.987,200.02,1.16,0,0,3
2040,567716,2.073,200.02,1.16,0,0,3
2041,567766,2.036,200.02,1.16,0,0,3
2042,567816,1.980,199.91,1.16,0,0,3
2043,567866,2.014,199.91,1.16,0,0,3
2044,567916,2.073,199.91,1.16,0,0,3
2045,567966,2.128,199.91,1.16,0,0,3
2046,568016,2.072,200.02,1.16,0,0,7
2047,568066,2.096,200.02,1.16,0,0,3
2048,568116,2.167,200.02,1.16,0,0,2
2049,568166,2.118,200.05,1.16,0,0,3
2050,568216,2.143,200.05,1.16,0,0,3
2051,568266,2.083,200.05,1.16,0,0,2
2052,568316,2.022,199.94,1.16,0,0,3
2053,568366,2.033,199.94,1.16,0,0,3
2054,568416,2.062,199.94,1.16,0,0,7
2055,568466,2.025,199.94,1.16,0,0,3
2056,568516,2.052,199.94,1.16,0,0,21
2057,568566,2.056,199.94,1.16,0,0,3
2058,568616,2.076,199.94,1.16,0,0,3
2059,568666,2.081,199.98,1.16,0,0,3
2060,568716,2.064,199.98,1.16,0,0,3
2061,568766,2.069,199.98,1.16,0,0,3
2062,568816,2.069,200.05,1.16,0,0,7
2063,568866,2.131,200.05,1.16,0,0,3
2064,568916,2.198,200.05,1.16,0,0,3
2065,568966,2.138,199.94,1.16,0,0,3
2066,569016,2.083,199.94,1.16,0,0,3
2067,569066,2.073,199.94,1.16,0,0,3
2068,569116,2.069,200.02,1.16,0,0,3
2069,569166,1.987,200.02,1.16,0,0,3
2070,569216,1.950,200.02,1.16,0,0,7
2071,569266,2.020,200.02,1.16,0,0,3
2072,569316,2.119,200.02,1.16,0,0,3
2073,569366,2.122,200.02,1.16,0,0,3
2074,569416,2.145,200.02,1.16,0,0,3
2075,569466,2.135,200.02,1.16,0,0,3
2076,569516,2.046,200.02,1.16,0,0,13
2077,569566,2.024,200.02,1.16,0,0,22
2078,569616,2.102,200.05,1.16,0,0,9
2079,569666,2.139,200.05,1.16,0,0,3
2080,569716,2.146,200.05,1.16,0,0,2
2081,569767,2.165,200.02,1.16,0,0,970
2082,569816,2.137,200.02,1.16,0,0,3
2083,569866,2.063,200.02,1.16,0,0,7
2084,569916,1.976,200.02,1.16,0,0,2
2085,569966,1.960,199.98,1.16,0,0,3
2086,570016,1.999,199.98,1.16,0,0,7
2087,570066,2.127,199.98,1.16,0,0,3
2088,570116,2.149,200.02,1.16,0,0,3
2089,570166,2.106,200.02,1.16,0,0,3
2090,570216,2.080,200.02,1.16,0,0,3
2091,570266,2.070,200.09,1.16,0,0,7
2092,570316,2.118,200.09,1.16,0,0,3
2093,570366,2.134,200.09,1.16,0,0,7
2094,570416,2.062,200.09,1.16,0,0,11
2095,570470,2.147,200.02,1.16,0,0,74
2096,570516,2.250,200.02,1.16,0,0,3
2097,570566,2.194,200.02,1.16,0,0,3
2098,570616,2.106,200.13,1.16,0,0,3
2099,570666,2.082,200.13,1.16,0,0,2
2100,570716,2.081,200.13,1.16,0,17811,3
2101,570766,2.114,199.94,1.16,0,0,3
2102,570816,2.130,199.94,1.16,0,0,7
2103,570866,2.200,199.94,1.16,0,0,3
2104,570916,2.206,199.98,1.16,0,0,3
2105,570966,2.120,199.98,1.16,0,0,3
2106,571016,2.128,199.98,1.16,0,0,3
2107,571066,2.136,199.98,1.16,0,0,3
2108,571116,2.055,200.02,1.16,0,0,3
2109,571166,2.078,200.02,1.16,0,0,3
2110,571216,2.094,200.02,1.16,0,0,7
2111,571266,2.044,199.98,1.16,0,0,3
2112,571316,2.058,199.98,1.16,0,0,3
2113,571366,2.077,199.98,1.16,0,0,2
2114,571416,2.101,199.98,1.16,0,0,2
2115,571466,2.095,199.98,1.16,0,0,2
2116,571516,2.064,199.98,1.16,0,0,16
2117,571566,2.096,199.98,1.16,0,0,2
2118,571616,2.169,199.98,1.16,0,0,7
2119,571666,2.251,199.98,1.16,0,0,3
2120,571716,2.264,199.98,1.16,0,0,3
2121,571766,2.135,199.98,1.16,0,0,2
2122,571816,2.099,199.98,1.16,0,0,3
2123,571866,2.172,199.98,1.16,0,0,3
2124,571916,2.101,199.91,1.16,0,0,3
2125,571966,2.050,199.91,1.16,0,0,2
2126,572016,2.134,199.91,1.16,0,0,7
2127,572066,2.196,200.02,1.16,0,0,3
2128,572116,2.259,200.02,1.16,0,0,3
2129,572166,2.205,200.02,1.16,0,0,3
2130,572216,2.143,199.98,1.16,0,0,3
2131,572266,2.069,199.98,1.16,0,0,3
2132,572316,1.967,199.98,1.16,0,0,3
2133,572366,2.055,199.98,1.16,0,0,3
2134,572416,2.155,200.05,1.16,0,0,7
2135,572466,2.174,200.05,1.16,0,0,3
2136,572516,2.143,200.05,1.16,0,0,19
2137,572566,2.077,199.94,1.16,0,0,3
2138,572616,2.032,199.94,1.16,0,0,3
2139,572666,2.016,199.94,1.16,0,0,3
2140,572716,2.028,200.02,1.16,0,0,3
2141,572766,2.130,200.02,1.16,0,0,3
2142,572816,2.194,200.02,1.16,0,0,7
2143,572866,2.200,200.02,1.16,0,0,3
2144,572916,2.199,200.02,1.16,0,0,3
